,exp1,exp2,exp3,exp4
AT1G74470,894.5311004,811.9540475,695.4732129,574.1520921
AT4G01150,1529.352012,1570.935836,1406.070481,1304.497452
AT4G09320,449.8991656,455.938154,348.0887422,421.9804009
AT2G22080,40.57554217,162.8366455,269.1361118,379.9328806
AT1G67740,1005.557514,1075.714734,956.7929983,816.5448992
AT1G48920,38.79064405,94.06924454,150.5089071,273.7040765
AT1G58290,571.705705,585.7381457,477.8096064,331.4570034
AT4G28750,543.9366871,505.9504569,408.2370307,284.0746629
AT3G56090,43.518184,195.0726402,277.9615064,379.3269664
AT5G20230,150.3684496,168.3068946,370.0126809,349.4532916
AT5G42980,1341.767547,1458.862555,1564.428233,1272.037103
AT4G32190,49.08192201,204.4756188,341.7105602,225.7920715
AT3G04120,275.55329,277.0567394,259.4520467,322.5071938
AT3G08580,409.7084621,495.1956508,531.430363,646.1488804
AT1G09340,901.2686961,889.2890833,765.3062447,784.693405
AT1G04410,338.5048902,353.5194831,404.0264213,504.0746237
AT4G32020,471.0661223,367.8668176,522.2231706,306.7567731
AT3G12780,1011.60857,915.8959512,837.6184346,813.2253639
AT1G10760,27.36991507,42.52877907,212.1824827,282.0222623
AT4G36010,27.85368193,218.3351356,242.7454521,16.08718917
AT1G20020,320.345544,437.4288351,584.1459822,583.8668322
AT1G76160,28.19363227,202.8472087,290.1480901,135.7474161
AT3G11410,104.8600205,47.84428774,26.73197307,260.0141291
AT2G33380,355.1178112,115.2682992,78.65378311,122.018852
AT3G46970,9.353267878,67.88384891,222.4999266,252.515569
AT1G75750,97.19994585,372.122359,297.0269323,358.2893657
AT4G38580,3.466751868,59.32243254,249.6405376,242.4312563
AT5G52300,0.847144983,1.600771704,7.619961373,131.6627608
AT5G54940,277.3551426,371.5648764,378.3782577,164.2714691
AT5G44580,128.0930729,242.7219642,328.1283081,332.9215209
AT3G14690,66.46516814,124.4632374,165.2696974,316.3552803
AT1G29670,90.13293248,287.1073373,305.3043394,154.7885001
AT1G32470,739.9041757,803.1094862,651.1043279,625.0497654
AT5G04140,603.3627861,513.9715174,479.0501982,419.8136449
AT4G04330,5.975678068,56.25685221,257.6319084,225.0409676
AT5G57560,245.0678724,21.1173489,8.25551531,0.703996149
AT5G23060,415.9500382,322.669774,243.0080792,150.7623066
AT5G03240,86.4330866,169.9888596,348.0523455,306.6920962
AT4G13940,353.5690472,509.5887605,460.9960492,617.561784
AT3G23000,162.462215,194.7370887,211.0185095,390.3283631
AT4G05320,662.2731048,460.3324055,697.1792471,716.6060266
AT1G56070,198.2631194,198.8829855,198.7774253,314.467608
AT4G38770,205.7347652,318.7586992,347.5779937,409.8031036
AT5G19140,157.4436805,238.8904481,413.7475503,359.9980359
AT2G26500,1047.802862,1280.731271,1088.102788,1038.059794
AT4G24570,241.070059,18.09312674,42.44702203,11.62974174
AT1G23740,460.8718744,418.6655992,322.0656831,270.3864181
AT2G35370,689.1449962,678.73152,612.6700687,520.2580645
AT2G15890,0.659255403,27.97695527,245.730356,157.7937719
AT5G06760,7.170065214,2.31621372,3.989884799,142.4183865
AT5G20290,269.3169786,279.5827023,214.9534556,315.5380937
AT2G34430,562.6804358,487.0476705,445.5233878,295.7698428
AT3G17390,119.727604,314.9829921,229.2287741,116.6467561
AT4G34950,8.81639781,239.3562899,202.6575468,55.37727953
AT4G36040,74.45073407,192.5165653,305.9597756,84.34271619
AT5G02120,420.3609966,493.0196223,326.4925314,256.8720876
AT3G12490,50.30270023,85.10783516,185.0923607,253.0323637
AT1G47710,7.447358872,76.83681277,238.9574398,214.6454662
AT3G54500,287.3194747,248.2311019,155.545158,80.10685771
AT1G31812,743.6810561,806.2874743,825.5479305,621.9242506
AT1G71950,45.72974971,80.80153203,256.3152284,244.2901145
AT3G55760,7.859434016,134.7540787,259.9955598,190.814025
AT5G19940,444.5600583,408.5058001,344.6261362,253.2671166
AT3G22890,501.5007854,386.1375932,312.8597853,262.7750818
AT3G61260,63.67152773,185.8541621,265.0118611,262.8423503
AT5G66190,868.0623022,843.6625033,800.8451481,787.567901
AT5G01600,110.4652771,200.171903,137.1043188,204.395723
AT5G42900,0.14075449,14.46899899,209.1977068,173.4678706
AT4G24220,52.61876648,124.116773,223.6171537,288.3298296
AT5G42570,17.23020191,65.02950306,193.5839859,240.1024624
AT2G28840,9.943751434,200.7871716,233.274054,109.472978
AT4G27560,15.96039484,64.76121862,191.0992099,225.5237535
AT1G75040,17.99623474,39.98504538,32.55222525,82.80702432
AT3G26740,21.35130579,95.65552911,239.9876812,219.4385519
AT1G70640,1.870813788,68.43078241,238.0944929,58.81152519
AT4G22890,456.8521182,400.3418434,367.957319,263.8653698
AT4G17550,27.74103053,90.21835269,139.7107909,261.091657
AT5G44130,67.05786211,237.6763716,45.83154875,38.80038156
AT2G47400,522.517324,679.9763514,643.7692537,694.4642147
AT1G09780,45.49774881,85.73693516,100.8172317,197.9100201
AT1G03600,339.1816598,306.2460573,205.4249814,158.3944876
AT2G30860,468.123189,479.5070073,611.982837,562.7066262
AT4G18280,89.27452734,211.4576909,310.3071298,203.2661602
AT1G78370,515.5667754,431.3109477,384.1596111,284.6219103
AT4G17340,251.8397618,214.240119,106.1098692,57.33150375
AT4G35100,219.1903663,179.5370421,70.80872102,35.3018761
AT4G18100,124.8571706,146.5113165,125.6123032,192.6614351
AT5G43850,252.1631004,117.666981,62.99021232,35.13908192
AT1G78380,311.0260226,285.1769475,261.4010814,293.8348486
AT2G27530,116.4027956,136.1105363,124.7130161,187.2883601
AT1G04570,2.117428989,144.5586912,227.831285,123.2089318
AT1G21130,16.84531736,75.63234664,226.3293263,153.5084627
AT5G08760,154.5696884,287.9519682,209.8031018,117.906369
AT1G68050,0.222422254,90.70746777,218.9724963,39.74326211
AT5G61380,3.696011974,24.55097174,195.6988729,162.5552315
AT1G72930,191.8595741,158.4807831,71.10233492,13.99985373
AT5G24150,212.9438045,97.68038688,30.586854,12.73252714
AT3G17800,260.0706938,128.6818763,275.7103395,125.1972232
AT4G04340,22.88187251,89.74352757,234.0608276,169.0511581
AT1G59870,40.60838772,89.37090754,205.4938635,203.3618631
AT2G40000,199.4440458,7.558134994,55.34449729,16.35166979
AT3G44260,196.6505659,12.65794258,58.94480915,9.230839581
AT4G16720,154.1914394,161.6620303,130.7447094,204.1211536
AT3G60750,679.2625366,593.7652482,533.3809813,517.5074904
AT4G04770,106.9747408,152.3704317,210.2641935,275.5996809
AT4G11280,188.3908948,6.100417429,9.352271675,13.5848622
AT2G41430,298.0040802,345.1644018,418.3885472,239.9524435
AT1G43170,198.2725602,211.5620443,172.9642554,254.8478174
AT5G13930,407.9704865,265.0982799,243.9150496,322.5909942
AT5G01750,111.8578987,158.0797835,265.449647,306.6866386
AT2G42220,389.4707231,388.017325,265.9148295,247.6773952
AT3G52990,39.67254639,73.67843814,170.5701444,235.1383308
AT2G16500,287.4084836,284.7094353,147.8875075,140.2150963
AT1G02820,243.7725055,303.5092229,242.9241817,167.851959
AT3G51920,264.0922122,280.7570216,164.0810038,148.5585716
AT2G29630,111.300232,112.5177611,211.92209,228.9058425
AT2G15960,7.081370117,66.13580769,165.8956074,66.30192424
AT4G15910,2.914891849,7.548253627,25.10672746,83.18422862
AT1G73480,73.16583998,87.93210481,236.749143,223.3955957
AT1G14320,202.4849728,233.493744,184.7677933,275.0312032
AT5G50720,2.905539114,5.713492593,71.87444684,187.8924515
AT1G29660,145.0291638,223.7562635,116.7504882,46.45584568
AT4G34120,52.46099507,93.98805185,180.078805,208.2015796
AT1G20696,42.80117719,100.8541608,203.3721579,221.4115401
AT1G80130,24.88751761,32.77525147,89.26701851,183.0355892
AT3G52800,219.6235377,77.01835403,64.19634177,53.94036609
AT4G32260,925.7627554,955.6419854,900.9949013,805.9754348
AT1G67430,187.7319534,223.833234,178.923552,249.847638
AT2G42600,164.3329208,153.5418283,198.9483187,297.3943999
AT3G24830,170.8202882,187.8896122,145.9271133,241.175913
AT5G40390,20.09556755,69.79136573,181.6939017,180.1592591
AT4G28080,219.4463995,148.8114275,58.66569682,38.36374458
AT4G21960,571.7590248,530.3535375,589.0591472,466.7103027
AT5G64770,163.4473323,232.6938466,356.1224473,207.2911179
AT4G33980,0.067505207,18.28939765,177.1687696,33.35749166
AT2G41840,156.1383642,163.2181212,133.0087295,206.6984867
AT2G33830,0.597811945,4.827684907,111.430775,170.241388
AT4G01985,2.251441169,9.736983171,25.18870173,82.86496783
AT4G15560,256.9488577,152.3515989,118.0663279,76.43542709
AT3G53020,157.5703839,175.1388812,150.8495225,221.3143447
AT3G59540,101.9284177,130.0582704,108.79902,155.8549128
AT2G27420,168.8212747,40.42530739,3.871860151,1.69310195
AT1G76650,160.9571169,21.37159899,103.9264466,1.822957192
AT3G06070,39.05972657,105.1536532,172.5476154,10.75382039
AT5G10860,39.41409922,45.12876358,97.8169976,144.5220199
AT2G38170,138.937994,86.97409066,40.95047264,157.377222
AT5G02960,219.7498743,224.2839446,177.1184746,231.2572502
AT5G38980,223.0152583,146.4536592,50.32523566,69.57744127
AT2G44490,53.17924612,163.510389,213.2737916,147.7040118
AT4G15130,10.68274153,71.66902235,196.4713325,123.7490225
AT2G28720,20.84243621,137.3550201,199.8263407,173.971557
AT1G32860,4.579918014,24.94469603,178.3617847,81.5242887
AT3G13520,93.01892303,201.6454629,41.67003768,26.67800551
AT3G15850,212.1090299,201.8685755,120.6621657,60.92446008
AT4G15545,256.5267797,198.2544001,131.262428,91.19134603
AT1G26630,300.85633,302.5660337,271.6729597,317.7892464
AT4G01870,4.857283998,6.333321729,16.63519763,113.1963173
AT1G10370,266.0090642,188.4407505,100.8132575,120.4057638
AT3G25520,163.5038895,162.9252395,125.8470371,188.7488026
AT5G06320,194.302911,48.450142,88.5005265,34.38270095
AT1G08570,86.03245765,103.9947255,164.1791274,259.6395901
AT3G09200,142.4862802,128.3612203,114.5012666,165.3988853
AT2G38230,308.5944456,243.3919462,157.2875776,150.7065167
AT3G15840,89.14764085,134.0304942,239.1431035,225.1752999
AT1G07890,291.6620273,234.6750958,165.3158452,178.4885616
AT1G48300,115.0495958,35.06116962,44.17724533,125.9024361
AT1G44000,219.446355,179.738527,105.9449469,58.37881467
AT4G31500,192.430193,115.5329048,44.6836861,24.21421269
AT5G66400,41.72475665,24.88324106,26.76195526,41.64955937
AT3G61440,282.6595852,254.5351458,201.1407124,149.9181495
AT4G27280,156.4177877,4.727790445,10.88470554,6.296911752
AT3G19030,169.7631191,24.98622001,26.70775009,147.4536161
AT5G55180,2.618502433,31.20607095,148.6014909,140.6658444
AT1G64370,461.778862,497.4244901,602.4945532,424.1548638
AT1G72370,131.4642153,132.5794089,112.3993042,163.8826852
AT4G30270,11.30857332,164.8598817,54.88250377,15.99079636
AT5G20190,196.8881048,171.4543461,57.30766112,67.60807134
AT1G04430,29.48588967,132.7726162,176.5135996,76.79331732
AT1G53035,0.745126516,37.76804937,170.5678008,58.40295133
AT1G61740,115.2525857,274.0605015,161.1294698,246.34634
AT3G52590,184.7739572,200.1257054,166.6761999,216.5347495
AT1G18300,151.747354,2.998606818,15.5140828,1.223994352
AT4G27310,167.6005706,232.8599235,107.6290804,77.72121539
AT5G56710,115.2578439,150.7922775,121.7992604,172.5993554
AT1G76080,173.0223653,164.5255889,99.00348363,44.21762705
AT1G02780,305.4147115,314.2939528,251.6126494,292.8942964
AT1G35720,67.90246614,70.32633019,96.26931319,132.3119831
AT3G56290,260.1686481,227.1759899,156.9875475,103.1990677
AT3G08520,139.1664414,182.9934668,132.1065709,187.7444269
AT3G04640,110.3311946,38.65829924,150.0338564,7.574923914
AT2G40080,0.710126458,32.54062121,169.7959449,75.45591664
AT3G11630,589.7568077,542.0103184,435.4381491,453.3426838
AT4G27090,322.7350268,364.4016307,252.477014,346.1777133
AT1G48100,12.89354506,31.30675409,68.34597531,177.0195042
AT5G56030,72.49407192,46.90265016,36.38961388,61.53830332
AT5G64850,96.13215971,174.8401943,82.87532542,25.62462852
AT1G05135,60.53517334,170.4847942,192.2487199,172.300537
AT3G47070,386.4481285,449.4157403,353.9147367,303.0716891
AT1G15690,273.525528,416.4714706,427.9262615,416.4197978
AT4G39330,204.798438,118.791239,73.91750528,97.37367044
AT5G40950,374.3515165,351.0583949,260.6597491,256.7492345
AT1G17100,197.4514312,90.63749045,39.93168262,50.56907161
AT5G02450,95.50717973,122.4012716,101.1519427,162.58175
AT4G25080,237.48544,193.0297975,144.7124812,105.4683164
AT4G13850,25.16235271,42.57800612,89.36615055,138.4531414
AT4G30960,203.0654838,80.9467206,32.03678837,91.0607082
AT1G07280,26.01314409,120.2356047,163.8875581,63.52053313
AT2G28190,361.9930988,346.9114711,218.1626327,274.7591385
AT5G64940,301.6848272,254.0459269,198.9458771,134.712646
AT2G22240,186.1278316,102.1683404,89.23743158,33.64106254
AT3G63140,442.178112,370.0575822,335.6441196,321.9265093
AT1G73390,32.86202156,32.97395225,32.60442107,70.32839231
AT4G24770,499.8496877,467.058776,364.0528988,409.2144383
AT3G05800,5.999280663,54.20353159,151.8102166,14.96376167
AT5G51720,239.0235466,330.1239728,220.8553407,179.4230309
AT3G41768,66.30337495,57.86412253,51.02835743,41.02179106
AT3G04550,42.86991172,68.38065428,112.4288888,173.017261
AT4G01050,359.6195168,331.1408926,283.5650225,252.753474
AT3G26570,251.2556098,207.6817807,159.2325216,105.038426
AT3G49910,127.5949498,153.2950897,130.6290496,193.7255866
AT3G48930,132.5953254,149.8592453,120.6152871,171.8322451
AT2G21970,271.6836355,233.4332323,165.135128,135.9690655
AT2G42690,168.2230176,85.22367395,28.15669771,23.44753222
AT1G21500,188.6334044,159.5703018,107.3915218,68.78020108
AT1G66200,292.9759613,256.4178572,192.9875196,169.9223351
AT3G62870,150.2698827,149.6572051,120.099512,159.2407314
AT5G08410,77.99233173,95.29779709,132.6671191,165.6850305
AT5G54770,1599.784928,1661.723613,1666.49159,1613.367476
AT1G69830,10.8474213,49.39605421,143.2932119,146.5914259
AT1G79245,254.2768744,217.2735586,198.255548,191.2108877
AT3G14660,33.24986822,42.95184397,49.53030278,116.5697485
AT4G13770,302.7618923,224.306419,180.8311399,151.8541754
AT3G61580,136.7266915,270.1268901,206.9518306,173.1514079
AT1G01620,168.8836336,130.621905,51.98478077,32.98965416
AT1G19150,192.4266432,154.2195339,111.6383497,70.34634113
AT3G52930,110.5489298,115.3768452,114.174603,170.3114419
AT4G19120,6.040077418,42.80552477,155.9393181,36.25478349
AT2G24270,241.9559572,184.6089511,145.2765901,92.15089124
AT1G60190,97.337721,7.617245013,40.69174669,161.3834813
AT5G26030,165.958175,73.39355154,38.74173417,34.59961245
AT1G70600,133.9460005,159.9067013,118.6355883,174.544993
AT3G62030,675.0756934,663.0826116,543.2177046,600.9338473
AT2G30490,188.4403549,91.61622108,46.60113388,48.68776339
AT2G21580,92.17301307,107.8175251,96.3315959,136.7790746
AT1G76590,1.397573362,71.89084763,156.3838407,75.99961913
AT1G77940,143.0849071,152.9828289,112.7055031,167.2871745
AT5G39740,111.8009852,116.9145058,97.4889134,142.8831706
AT3G04840,173.7605697,176.7133068,132.3695583,187.8112123
AT1G05850,250.1774964,309.8795809,345.5609815,314.1083888
AT1G70780,122.897452,260.2448055,180.8306786,129.0832236
AT4G37800,136.3563448,138.136817,58.81409962,29.20567865
AT1G58270,26.13566685,19.21250376,15.34832609,36.01268879
AT4G14690,36.74449414,28.92444882,24.63198806,40.02983869
AT3G18740,135.768146,141.7155255,114.6531797,148.6165503
AT3G13920,102.0503059,114.0266664,134.7999893,181.3749061
AT3G11930,232.6309278,211.4770266,149.3640284,87.48892126
AT2G01250,166.0559119,170.7857959,130.2515463,185.5060827
AT1G55670,409.1316614,417.7501765,349.0144643,278.3500348
AT4G34670,101.6138188,95.47805444,80.32589017,125.3581018
AT4G34050,246.4065375,207.6504673,164.5485791,95.67308724
AT4G25640,101.5893573,98.25444103,117.2763873,232.368136
AT3G53260,143.6596388,141.7880624,173.4367253,247.052088
AT3G44110,157.755928,126.2230283,103.0773194,139.2175329
AT1G32080,310.3706231,246.097299,217.2666041,195.5179589
AT3G54400,23.34176064,141.5274245,113.6777522,140.9738487
AT5G24570,5.363218624,84.39639716,142.0108379,46.00404756
AT2G03440,38.77197236,116.5268401,177.5938832,113.4510719
AT1G20030,0.859140207,22.37296081,138.9058432,58.56058723
AT5G60360,284.199864,210.7939419,194.7577269,128.1852633
AT2G39470,287.6290237,256.5889463,201.6422912,175.0183816
AT1G74450,138.7099831,24.38485404,38.82491196,6.292977184
AT3G48990,46.60405081,62.44890981,85.11893862,146.4839239
AT5G58330,343.2687643,321.2693714,285.2118455,236.0642347
AT3G09840,101.621118,102.2372342,127.433338,179.4415722
AT1G47128,290.93853,184.6402852,155.7045032,163.5467278
AT3G55580,5.851623423,76.60132528,133.6617371,129.5632846
AT3G19680,141.5618354,73.19804598,42.3961018,12.82184683
AT1G04400,19.33596332,45.12169615,144.0183713,134.2211394
AT4G33070,0.126946146,5.048084535,68.02694946,129.556519
AT4G08870,164.2420677,123.0507277,113.1352891,39.73904438
AT5G01810,64.73269676,151.417476,22.70284199,20.24156909
AT5G60680,33.93104782,75.73438198,179.9674833,78.43584395
AT1G07135,119.2171564,36.95673249,120.5518504,24.74042299
AT3G54050,790.0738717,815.3628132,751.5964695,836.8076131
AT2G27710,135.1045754,148.4737007,114.9869251,160.5630281
AT5G19510,122.3820191,127.6719656,111.8286739,169.0703889
AT5G56670,113.61788,159.7235001,116.8848878,161.8797538
AT3G47800,6.25686416,31.52917524,141.9436684,74.45545544
AT3G57530,141.4761664,28.09984771,19.12437141,24.91063042
AT2G41410,164.1223911,46.71898371,31.01531646,67.10531147
AT4G00780,210.8920421,169.5689157,168.9068506,88.67810895
AT5G44340,70.43578689,142.0296898,162.9844572,201.2679345
AT2G06850,43.78609357,148.1149107,61.73194668,29.74036936
AT3G58680,56.1494429,63.64841379,113.6117071,155.7886299
AT4G34350,450.019835,418.0022854,381.2765696,358.9894822
AT4G02890,207.9756982,76.59593585,115.0474547,168.8698905
AT1G07180,254.8867721,238.1192985,193.7039063,145.5037377
AT1G48030,223.814559,200.7485702,158.4514631,134.5045859
AT1G18740,138.0762751,35.6511842,37.08433471,11.13895116
AT4G30530,218.8914566,127.789932,96.10174816,92.1783501
AT1G48600,270.044969,238.7231903,201.2558165,167.2350855
AT2G18020,190.4469433,200.5329028,160.8318241,220.4145801
AT4G37925,181.4295821,122.1339416,74.94043105,50.49662611
AT1G35140,120.4903573,13.29731129,0.143003273,0.193996984
AT3G16140,552.7543813,565.1145487,522.6461547,447.156548
AT5G20700,303.4164052,206.8529929,160.064021,222.7126455
AT2G34480,161.4317376,149.6807236,124.160905,153.8444147
AT3G01120,235.6031942,195.0658659,162.8597538,112.2831578
AT3G07390,109.9521241,193.6798204,192.2747893,95.51081458
AT5G38480,105.4951203,106.1192671,100.4121694,134.2149027
AT5G20160,17.81520921,29.28824574,38.99530888,90.54966529
AT5G10360,128.6354434,130.9366326,120.2881681,169.649435
AT1G43890,25.52454801,49.14815418,104.8793501,157.0733743
AT1G16880,389.5374866,345.3245906,303.1864356,278.8124489
AT1G04270,153.8494665,156.268224,126.8578356,171.0389283
AT4G31700,107.7588045,117.1265333,97.9158557,157.9901245
AT5G01410,281.6226251,310.8296451,292.4824516,237.1962309
AT5G18380,142.6800524,163.7184247,128.0824105,181.2205369
AT1G49750,121.068169,189.444703,140.3905189,86.15298104
AT5G61170,71.73458607,90.35405315,75.1919582,121.283393
AT1G64500,160.6893832,79.58906917,25.60753375,127.4026618
AT1G76100,164.1879646,127.6469817,65.18632201,39.04398767
AT1G27950,143.4438067,147.6282896,110.9389801,157.3728825
AT1G69620,167.7431624,194.5444211,151.0901791,200.6236588
AT2G20260,625.4424918,612.4122249,567.4227213,500.7613424
AT1G08930,19.46246178,115.3295677,119.749929,87.48166958
AT1G78900,139.0152301,145.4047112,158.7365272,198.1120513
AT1G22770,6.163969017,42.36317276,129.3920261,98.6368241
AT3G07460,47.25802221,140.8313445,57.82742855,17.76394301
AT5G11070,144.330731,33.89607561,104.5866129,36.23502336
AT5G37780,15.72488361,41.08924327,81.93496892,128.190981
AT3G22231,78.83075855,129.5007341,104.0566183,35.78800444
AT5G15200,160.0690465,155.1134051,119.32384,163.5739342
AT5G15350,84.58464087,113.8636387,17.57422733,5.536015949
AT1G67865,259.7078996,290.3477333,327.2128951,247.6762247
AT3G49220,42.08100918,88.86864876,132.8723543,169.549915
AT2G37170,141.6260269,48.29292661,16.56346313,23.77978066
AT2G47110,139.9187559,159.4171839,121.9042822,157.4640122
AT5G58420,57.11160791,65.46023112,59.47352434,98.80545958
AT3G04400,232.3578524,241.9692568,181.6556184,222.4530911
AT1G29470,51.5636219,106.7280377,169.3335475,99.96128315
AT2G19730,118.4475576,121.3393037,92.54931505,128.6210093
AT3G45600,16.66673502,46.45806712,132.6654572,124.2065578
AT5G49480,277.2155318,347.476892,307.6940758,402.3549566
AT5G18670,131.0179111,47.46773067,6.424311774,42.44108963
AT5G58770,129.4119702,66.940426,31.30971607,11.3060628
AT5G47930,102.3656644,131.7766976,113.8453809,166.5218718
AT2G41250,145.5564998,59.87086288,19.85606494,36.44824058
AT3G25920,381.8537324,370.0681945,285.9011369,334.7719529
AT4G29780,113.1696027,2.060856935,8.735565756,1.969972627
AT4G22570,127.3953233,82.33353576,31.97855761,9.506443743
AT1G34030,70.6794859,83.58670831,73.5270969,106.1996326
AT5G27850,87.64977118,96.84474278,79.26512391,127.9382672
AT4G23600,39.35150203,31.57937015,81.19955119,74.20956002
AT4G09000,87.20719791,103.8154496,122.8989629,153.4828196
AT3G11510,145.1272245,146.2882287,109.124021,140.61413
AT3G47420,53.41432693,107.0285122,25.34030096,139.0867651
AT3G08510,23.49132568,51.15240763,101.0672994,136.8915865
AT5G28060,115.233308,132.407118,102.1705175,141.3957012
AT5G51550,22.75180187,125.5643297,26.86713203,13.34392998
AT1G07320,232.2449148,236.9850347,159.3611009,176.5113397
AT2G33800,294.7000144,305.1480114,211.7656101,268.0087803
AT5G46430,140.0161643,161.6366343,135.4215266,174.788556
AT3G28270,124.6336905,65.90291326,34.06732753,8.010135773
AT1G30820,6.389098196,6.90194549,29.8519687,122.8426672
AT1G27760,41.66065889,81.43571918,118.1987576,161.1613944
AT2G46600,152.8566871,57.77096837,119.8437406,162.5424937
AT4G26080,80.9751065,65.95326947,91.42645918,176.4801418
AT4G18070,20.74993552,56.77438309,137.6509385,89.95111961
AT4G34710,174.9436089,152.1400616,137.041315,141.9525471
AT1G52300,144.0267905,158.5124456,123.0384621,161.4017552
AT2G37040,177.4551996,105.7901853,76.07753307,115.5409633
AT4G18422,12.21639894,66.22230834,123.1437863,10.75360403
AT3G53870,187.4987444,191.3589309,151.8760549,199.474596
AT5G54585,14.17226711,20.75326037,30.5773095,128.8779679
AT5G56010,75.06995641,33.30075644,23.61579467,51.57990839
AT1G19770,133.8383342,57.68484197,72.03021002,28.56145713
AT2G23600,101.2580093,179.192489,144.0500205,82.04841073
AT4G29350,411.5441947,469.6630573,376.6343742,366.8835418
AT1G44446,168.8614944,98.72725983,69.59214088,56.20958778
ATCG00490,53.20056004,50.91631641,53.37995489,37.10068825
AT5G51570,4.636736084,8.464858891,54.10682097,113.6369224
AT3G14990,64.36526996,50.18712183,35.55881284,63.80590993
AT2G37180,117.9220975,56.11037229,12.2728674,10.20709829
AT2G28000,236.4345539,197.7622516,145.1990486,208.2779882
AT4G20890,24.87455013,48.50838042,98.2114289,136.0533259
AT5G23010,198.7652922,210.6756973,270.6336315,264.8935023
AT1G24147,104.5372804,80.02136274,12.74072877,8.514969161
AT4G14040,175.041421,120.1044679,92.58841655,52.34069798
AT5G47060,11.99926206,101.6382758,119.3611932,44.47064197
AT3G09630,77.53758513,80.57566767,77.98933552,114.3792524
AT1G70420,2.022804083,78.89925073,104.2151675,13.34401518
AT5G47210,177.2256731,180.7167248,147.4183586,199.7482556
AT3G13460,57.15776964,66.34986372,88.66005511,136.2598781
AT3G22440,98.8583675,95.57697155,118.7282862,185.5070634
AT5G53970,81.87955562,79.56875068,54.26088831,99.26341812
AT1G54780,406.472118,391.5033628,363.1680254,316.8225124
AT1G53210,96.92709086,112.9868399,189.6345576,182.7394039
AT2G27860,48.77700464,85.15701619,139.8113935,161.5219919
AT2G35960,58.06501526,115.2659083,130.1345216,185.0002637
AT3G14067,163.1465774,77.86458363,43.46490757,73.18605952
AT1G22530,6.350819773,109.2583023,25.92679765,7.193841282
AT2G21170,407.5036002,384.6498121,328.6592054,331.8578759
AT4G33865,142.6835346,192.1866415,134.8690055,166.1175757
AT3G18490,185.5195757,100.2291338,70.11817004,150.6676802
AT2G17360,88.91814017,89.64488942,80.99633937,117.4463209
AT1G51680,120.1259096,62.5320096,23.65804243,8.739540109
AT3G60770,100.0610908,126.4930562,103.5643439,140.0852654
AT1G65960,66.87927202,99.45507703,154.5835996,179.503687
AT5G22650,56.37844702,53.50588236,44.80240657,82.29929589
AT2G47610,109.2658705,113.7838405,96.96426094,132.1924478
AT1G51610,4.222653713,28.39949456,117.9337338,67.04477955
AT2G16700,9.355268631,31.53241652,120.4587076,69.16161499
AT4G29905,137.2996158,109.332005,39.26628431,59.27838208
AT4G29040,46.32217115,62.79271899,91.76432371,127.9687985
AT5G20720,310.178827,283.3057323,195.5388665,255.7810494
AT1G18080,146.2631008,141.589764,108.5961114,157.07429
AT3G61060,2.775085062,34.38342891,115.6157942,50.08789273
AT3G25690,175.9702688,161.7826727,120.282183,76.39334799
AT5G16010,49.37742162,82.72924089,131.3444147,153.3846268
AT1G01140,113.6297965,185.266501,150.2207512,146.3415036
AT1G75860,12.33206297,100.9334916,89.17925541,15.25809531
AT3G62250,124.4098202,128.66542,100.7810152,132.1806831
AT1G72150,29.60011332,144.4258139,127.3950261,96.64095174
AT3G21670,140.1658635,71.94568171,22.73277502,81.54888126
AT4G34870,256.9646635,275.9877882,274.3406691,315.9266017
AT3G49010,80.00803081,80.16654324,68.82121011,103.2573562
AT1G23490,169.2276442,240.0809614,263.146621,226.0800454
AT1G06460,27.14147471,55.57865407,122.9900167,123.2495121
AT5G47560,141.9569624,115.7880903,38.59835176,75.24092275
AT2G43460,148.9856926,204.5013181,144.6662629,195.5037524
AT2G43620,0.858255309,2.184659517,7.324998824,54.04847265
AT5G62190,26.0860713,31.65285775,61.7057335,104.2946078
AT4G04640,890.0314264,871.4687872,823.0713216,781.3423581
AT5G09870,103.4925572,153.1143032,108.7360268,62.41235871
AT1G71880,56.49851797,131.8812243,94.67759543,41.63346551
AT3G13310,24.0390536,117.7834956,98.2707039,31.33717069
AT1G05190,392.7034922,384.8640105,307.0514837,330.1660704
AT4G10480,81.5199887,86.65219037,72.55873524,115.1760319
AT1G56280,203.1270442,161.8180097,185.2578737,120.968344
AT1G66580,67.38168608,76.13757993,80.65728135,116.2027613
AT3G55500,37.8013801,24.19558226,13.15296591,28.20492017
AT2G30020,98.91831757,1.90662794,6.79777415,3.278976863
AT2G36880,238.3276337,241.6102641,181.3489451,149.3344763
AT1G62710,5.81842692,13.23195286,44.02511333,76.95194502
AT4G27130,19.92907958,25.54111497,73.17625523,108.3129435
AT1G70900,27.28931332,34.1119546,57.13144712,126.417091
AT3G11170,209.2690252,209.3979754,193.6243182,151.8397139
AT5G14780,62.77013004,53.06077312,59.08431717,79.60845563
AT4G39940,133.3529217,70.62866225,29.05017162,31.72550846
AT1G52220,300.6220806,290.6513137,261.9337691,211.5959924
AT2G30870,83.85025554,105.9573714,178.9557813,175.5481234
AT2G36320,15.39705504,83.19211717,115.2587199,48.57414797
AT5G42050,215.8724945,99.01580201,159.7908426,172.9172772
AT3G59350,4.180422472,27.1551469,106.1921323,61.51139161
