,exp1,exp2,exp3
ATMG00450,5.891324681,6.749722741,6.390512159
AT1G23210,5.690446695,5.978251729,3.709899879
AT4G17380,3.868967981,3.198328745,1.030053911
AT3G42250,-1.263958641,-3.827566283,-0.670140555
AT3G11790,4.276257005,1.851763674,4.139537902
AT5G24470,7.640338872,7.860177138,8.090489054
AT3G04710,8.821509521,9.801509521,11.75994416
AT2G45270,7.118829351,6.359745846,6.029584112
AT2G42130,7.120508308,7.449460886,6.749543678
AT3G43950,2.25405106,4.878159309,2.48985752
AT2G36460,10.94124766,11.7514248,13.60003273
AT1G78815,6.646287812,4.241139842,5.719589888
AT4G30830,3.998028381,2.719083505,1.529867147
AT5G66090,8.389892177,8.320955003,9.560333096
AT3G46940,8.570569921,8.939430079,8.199549454
AT5G52890,3.995979746,1.392456822,4.579741995
AT4G11510,1.281956215,2.551594239,4.619584112
AT2G23510,2.194667191,5.219553305,4.639707338
ATMG01360,8.881139842,9.619946089,9.550479427
AT4G09480,3.332202668,4.758798545,3.199649576
AT1G74870,2.500739357,2.981324681,4.700138629
AT1G66090,5.912017828,7.221578835,9.269682308
AT2G46360,3.310400485,3.569545604,2.979534051
AT4G24510,5.500385082,5.748644512,3.989768951
AT5G07240,5.350292662,5.538282535,3.309909506
AT4G36370,0.122295087,1.611255367,3.239901804
AT2G10400,0.538613706,-0.35759709,2.759824788
AT5G65360,11.83992298,11.78948399,11.11957256
AT2G26760,8.300385082,8.549499394,7.899545604
AT4G21850,11.75007702,11.80003851,11.84945896
AT4G02850,7.508675319,6.65033117,7.079485916
AT3G24280,4.12990758,4.067851244,1.280504457
AT5G66230,7.162033232,8.479276046,7.539549454
AT3G62680,9.295871923,6.622125651,9.37962262
AT1G28630,4.456441844,2.149322256,1.270144406
ATMG00850,5.499845967,5.399283748,4.470625758
AT1G07500,8.140385082,8.391401698,10.21014441
AT2G19610,5.71990758,5.659853669,5.469499394
AT3G24640,1.314020254,3.918074591,1.420410112
AT5G23960,1.542295087,3.031170649,4.549948014
AT1G03540,6.101340085,6.968498181,5.019763175
AT5G37710,7.421139842,8.161447907,10.04002696
AT3G45710,9.117212008,7.310500606,7.959589888
AT3G14450,5.2190604,4.608267132,2.360562219
AT3G63360,5.136210795,2.679645725,2.220028881
AT2G23240,2.639753548,2.481386294,4.280204093
AT5G43110,1.662064038,3.000723954,3.940179063
AT1G05300,6.880169436,6.990731655,7.940365828
AT1G13890,3.647535477,2.048698424,0.36042359
AT4G07650,4.398213221,3.239075804,2.039853669
AT4G08780,10.52089339,11.09897568,9.769649576
AT1G55560,1.372325894,2.879638023,2.409495543
AT5G33340,5.151355488,6.0276433,2.970155958
AT4G13380,1.539830564,1.431625045,3.540107823
AT4G38020,6.590400485,6.851109035,8.290238751
AT5G65870,7.790169436,7.899276046,6.959612993
AT2G21210,5.508413463,4.47882165,2.949926834
AT5G11470,4.711278471,5.537520073,2.32037738
AT2G33735,6.659984597,6.651540327,8.650125152
AT5G25090,8.550200243,8.679453184,7.969570634
AT2G27395,2.090677744,2.531278471,4.190152107
AT5G08020,8.36995379,8.33910661,7.179670755
AT3G57620,2.760030807,2.779792056,2.510556443
AT5G52720,3.644251303,6.400023105,6.429670755
AT1G76910,4.042710976,5.798567496,3.939716965
ATMG01100,7.250354275,7.479776653,7.190544891
AT1G21100,8.555409825,5.581917707,8.069720816
AT3G16550,4.539276046,4.070207944,4.339476289
AT3G42390,2.934374529,5.76966883,5.340080867
AT2G42180,2.674497755,5.589399272,4.809691935
AT4G39320,7.089568708,6.809507095,6.16959759
AT3G24100,10.0095071,9.691278471,11.35025223
AT1G78410,3.787951365,2.46127077,4.109428154
AT5G02300,3.773927834,6.319776653,6.030157884
AT2G41480,11.25006161,11.28922984,10.28963417
AT5G02920,5.05169436,6.148190116,3.799861371
AT5G47240,9.990261856,10.15945318,9.449570634
AT3G62640,2.185067676,5.468413463,3.410051986
AT1G17180,9.419676531,9.210292662,9.589445482
AT2G11920,3.99249533,5.607751122,2.690517935
AT2G06310,1.663034444,3.627520073,0.410396634
AT3G14760,3.723019041,5.678613706,3.879711189
AT3G15550,6.270415888,6.538921771,5.139695785
AT5G53690,5.449876774,5.367897454,2.640492905
AT4G11100,3.663234687,5.757489267,2.500240676
AT1G33910,4.551324681,5.409360764,4.579553305
AT5G44680,5.710277259,5.887905155,3.170130928
AT5G45310,6.276441844,3.972010127,6.580077016
AT3G17290,2.073650575,4.437604791,1.330348499
AT3G28380,2.633327106,4.787912857,2.079948014
AT1G06800,6.577689509,5.078675319,3.360437068
AT4G04150,1.642726379,3.408629109,1.630523711
AT3G03370,6.879645725,6.648937174,5.269749697
AT5G41620,6.690492905,7.011286173,8.680161734
AT3G45060,5.460569921,5.827912857,3.120562219
AT3G57160,6.547088782,4.660462098,5.25962262
AT1G06140,5.950462098,6.247735719,3.310252229
AT5G55330,3.973327106,6.127720316,3.17004621
AT3G47860,7.960785567,8.471093632,9.890198317
AT3G15560,7.279922984,7.229160522,6.139664979
AT2G33080,2.300539114,2.651755973,4.929424303
AT4G08880,0.697319831,-1.037651001,2.009915282
AT5G64770,0.721016616,1.381902304,3.849659203
AT1G64390,10.72007702,10.76882935,9.249749697
AT3G62930,6.630431292,6.909499394,6.259557156
AT3G08690,10.02101662,10.68121686,12.26012515
AT3G25820,10.47887556,9.749984597,9.729549454
AT1G23650,4.770215646,4.908752335,3.2897651
AT5G19920,6.4409396,7.049268345,6.099587963
AT3G25060,2.46315767,4.50755088,1.330173287
AT2G37460,9.790015403,9.798713827,8.129793981
AT4G15310,5.420600728,5.809014191,4.529664979
AT1G76370,3.132849605,4.977704913,2.000055837
AT1G09220,5.001586537,6.029183627,4.969589888
AT3G44800,2.01249533,3.628952578,2.270508308
AT2G39850,5.146719103,3.021948514,5.550100121
AT4G03800,0.708752335,-0.098321043,2.080154033
AT4G08430,1.713681382,4.100400485,4.619946089
AT3G28580,7.00169436,8.098128503,5.669896028
AT2G19800,10.52929145,10.0700231,10.09951672
AT3G14200,8.932772589,10.73100891,12.03987292
AT4G09700,2.712125651,4.088644512,2.330562219
AT5G47160,5.14070855,5.600700849,6.510319618
AT2G21640,7.050677744,7.489853669,7.300506383
AT5G39390,2.114882837,5.279306853,4.379948014
AT3G02100,5.90080097,6.4176433,3.360356201
AT2G42250,9.128921771,8.428690722,6.729924909
AT5G38400,2.210292662,2.400100121,2.530483278
AT1G28135,1.290246452,1.45211795,4.199653426
AT4G28550,6.950739357,7.429699636,7.039510946
AT5G11100,8.20070855,8.661155245,10.16017906
AT5G23910,6.439922984,6.3895302,5.779580261
AT1G71530,6.266996362,4.321886901,6.770125152
AT1G62940,5.245964343,2.631617343,4.729626471
AT3G43080,1.639799757,1.511278471,3.170219497
AT3G28930,6.570138629,6.659453184,5.949586037
AT4G07930,2.939260643,2.458174712,0.090152107
AT3G55100,5.221155245,5.967828139,3.150084718
AT1G10960,10.29016944,10.40146331,12.30011938
AT4G24950,3.681725166,4.79915282,3.69959759
AT1G18485,5.080246452,5.239214433,4.219638023
AT5G58070,11.76983056,11.66174057,13.92003658
AT2G34930,5.92924524,5.440454396,6.029453184
AT1G35490,4.021309278,4.867728018,1.920138629
AT1G47300,2.381293875,3.217589388,0.090294588
AT2G14570,2.920123226,2.998089994,0.520569921
AT1G49100,4.076272409,1.66160194,3.740192541
AT5G43160,6.479938387,6.439260643,5.479645725
AT3G30620,2.34400485,4.939114312,3.789674606
AT1G05100,4.617258218,2.84164815,4.980202168
AT5G44500,8.175163373,5.041417101,6.880088569
AT5G02710,6.197982172,4.888575197,3.040425515
AT1G42420,2.881925409,4.12792826,1.439980746
AT1G72760,3.180138629,3.271825288,5.639949939
AT3G49160,8.280492905,8.600693147,9.500333096
AT4G23700,10.86966113,10.64934536,9.799645725
AT1G26400,1.05494445,4.258675319,2.540080867
AT1G77000,9.700015403,9.711293875,11.39019062
AT1G41930,0.924667191,3.948359552,1.819938387
AT5G52810,8.280723954,8.749337659,7.889589888
AT2G02850,11.13793596,9.800154033,9.999605291
AT5G07840,8.099091207,7.509676531,7.089609142
AT2G30000,10.36,10.36099351,11.65028496
AT2G16830,1.703373316,3.887635598,0.820356201
AT4G08140,4.808952578,4.128806247,2.580600728
AT5G56700,5.500600728,5.888089994,3.410007702
AT1G16770,3.424128077,6.098028381,3.54033117
AT5G51520,5.495456035,2.551725166,4.790051986
AT1G18550,4.778074591,3.531101334,4.959453184
AT4G07660,1.289892177,1.222048635,3.879834415
AT1G54420,1.999476289,1.661809884,4.009408899
AT3G11980,4.801109035,5.518336447,3.359861371
AT3G51280,8.440169436,8.549314554,7.659624545
AT5G34770,2.722895815,4.600246452,4.919497468
AT5G53410,2.884420739,5.748621407,3.960263781
AT5G21030,5.120785567,5.627751122,2.710462098
AT2G46190,4.961124439,5.687751122,2.770490979
AT5G06820,4.208043785,2.939630322,2.460560294
AT2G26790,4.78599515,2.190685446,3.080338872
AT3G21100,5.647674106,4.139537902,3.539803608
AT4G04100,3.212248878,4.668760037,3.05969386
AT4G26260,5.316826926,3.261809884,5.609528275
AT5G41280,9.181293875,10.01956101,9.449534051
AT4G29320,2.460184839,2.580585324,3.340375455
AT1G63070,0.154667191,3.178236326,0.890017329
AT1G65880,4.290123226,4.368282535,2.140589175
AT3G57810,8.211478714,9.170947301,10.40014633
AT2G22960,0.914620981,3.908798545,2.350180988
AT1G29490,0.414359126,3.238190116,0.889959566
AT3G20400,5.799738144,5.628875561,4.169782429
AT4G05190,8.549984597,8.539915282,8.429512872
AT2G46730,4.607227411,2.81216416,5.619982671
AT5G41490,2.104836627,5.238690722,3.540105897
AT5G28490,6.446303215,4.051825288,6.420103972
AT5G32570,4.50089339,5.077905155,2.360533338
ATMG01350,6.621109035,7.339946089,7.27044862
AT1G13760,1.544667191,4.568598302,2.749892177
AT4G14080,0.641863796,1.850023105,1.880367753
AT2G16390,7.380446695,7.669722741,7.3095302
AT3G17150,4.761524924,5.749514797,5.119541753
AT3G05630,5.746580474,3.530485203,4.159713114
AT4G13670,7.160385082,7.410731655,8.360321543
AT4G16000,4.888860158,4.152325894,7.169736219
AT2G21920,2.484821224,5.609052699,4.380026956
AT2G10450,5.459584112,5.187989873,2.580367753
AT5G59510,1.583588962,3.909252941,2.940313842
AT2G06230,3.097997575,1.800955003,3.040367753
AT5G06760,4.196873136,2.171424803,4.020246452
AT1G45100,1.924112673,4.588167011,2.209940312
AT5G12270,7.389537902,7.088113099,4.640177138
AT2G40310,2.333835414,4.818282535,2.589872923
AT5G66985,10.42986137,10.33891407,8.929763175
AT2G39220,8.700154033,8.799122014,7.659682308
AT1G18370,9.080077016,9.1295302,8.519587963
AT1G69870,6.159969193,6.139630322,5.659572559
AT4G03840,1.939676531,1.730161734,1.940483278
AT1G35200,3.547627896,2.009853669,1.820521786
AT2G39730,8.85004621,8.881139842,10.36022527
AT5G66670,6.851463311,7.798405761,5.729828639
AT4G17990,5.315394422,2.331840691,4.719892177
AT4G19570,2.114605578,5.098590601,3.269892177
AT1G59940,7.178629109,6.289861371,6.109616844
AT4G20770,4.731494117,5.697620195,2.61033117
AT1G56150,3.233897027,5.759645725,5.300155958
AT4G02920,9.67075476,10.16134779,11.91007509
AT5G64210,3.341401698,4.250623832,5.060254154
AT5G59060,2.594636384,5.599299151,4.690028881
AT1G11100,8.231401698,9.14122456,10.73003466
AT5G39870,1.679137417,1.12202553,3.749936462
AT5G40060,5.701016616,6.357758824,3.450204093
AT4G27730,7.440585324,7.819075804,6.619672681
AT1G07330,3.922526136,5.557751122,2.640084718
AT1G60320,5.251232262,6.048236326,3.75990758
AT5G03840,7.199507095,6.879645725,6.419599515
AT2G42850,5.696411038,3.371055124,4.739641874
AT1G59630,3.672587749,5.348344148,3.199822862
AT5G61750,5.002017828,6.308321044,4.129840191
AT1G08560,10.2500154,10.25949939,9.60960144
AT3G13820,2.364128077,5.037912857,2.330098196
AT5G18040,8.720523711,9.061301576,10.75011938
AT2G16190,2.331417101,3.249584112,2.710483278
AT2G30670,8.272880412,10.13959181,9.609557156
AT2G22590,7.209476289,6.868706125,5.189878699
AT5G23420,7.830693147,8.279522499,7.659566783
ATMG00710,3.522957428,5.439699636,5.050304215
AT1G33460,2.063927834,4.609638023,4.13964765
AT1G76280,5.338844755,4.589091207,3.41058725
AT1G05170,7.959507095,7.641586537,9.700105897
AT4G14050,5.597104185,3.719884475,3.569797832
AT3G26150,3.781802183,4.9495302,4.339545604
AT5G59640,5.430816373,5.957735719,3.020321543
AT4G27460,5.930492905,6.250747059,7.220300364
AT2G32860,5.099614918,4.849460886,4.149638023
AT2G36180,3.002988235,4.937781929,2.060075091
AT2G16040,1.911016616,2.570130928,2.740408187
AT5G04310,5.039075804,4.438274834,2.200467874
AT1G19250,6.861062826,7.55080097,8.589414676
AT4G29700,9.68910661,9.109229836,8.109743921
AT4G07480,2.443527349,4.728105398,2.269936462
AT5G58787,9.910662341,10.3414325,12.20004043
AT1G74240,8.390061613,8.430854882,9.540300364
AT5G35340,1.753804608,4.220223347,4.509690009
AT3G11520,8.84089339,9.419360764,8.58959759
AT3G55120,9.609306853,9.158875561,7.699840191
AT5G55740,4.381586537,5.40872923,3.759732368
AT3G57520,10.58035428,10.80962262,10.31956486
AT4G23220,1.411863796,2.620962704,3.870061613
AT4G02550,7.73009242,7.791663553,9.950003851
AT1G21060,5.24679612,3.169260643,2.210232974
AT4G04080,2.754682594,5.788528988,3.879976895
AT5G49910,9.791971619,11.07107823,12.4699846
AT2G44480,7.750030807,7.769083505,6.579713114
AT1G23690,5.630462098,5.927874349,3.170440919
AT3G08750,4.722125651,6.097620195,3.010335021
AT2G23180,5.77070855,6.227912857,3.520146331
AT1G72250,7.960523711,8.299599515,7.779564858
AT3G42400,3.659922984,3.609776653,3.319557156
AT5G23840,7.665979746,5.061709763,7.280084718
AT5G33240,3.955794907,1.231994724,3.819788205
AT2G12230,3.211632747,4.268012978,1.689998075
AT5G20210,5.491047422,6.167828139,3.350467874
AT2G22360,7.658952578,6.981101334,8.410290737
AT4G10560,5.560585324,5.939707338,5.559543678
AT4G16910,2.807134992,0.950685446,1.840392783
AT2G24100,8.830955003,9.451509521,11.40994609
AT2G41930,4.273496542,6.538274834,4.30040241
AT1G55180,5.815748697,3.06197932,5.629824788
AT5G17040,5.568844755,4.818382657,2.720179063
AT3G48520,8.010554518,8.370716252,9.300294588
AT5G56600,8.410277259,8.591147544,10.08018676
AT3G25170,1.793219284,3.879376168,3.070323469
AT4G05490,4.310354275,4.538760037,2.929792056
AT5G18160,2.174667191,5.199006489,3.910050061
AT2G16450,4.116303215,1.721193753,3.270252229
AT2G28000,11.43060073,11.82136319,13.59006931
AT1G54040,3.123373316,5.307743421,2.380304215
AT3G42420,2.710970406,3.340030807,3.38042359
AT5G43450,7.041001213,7.689799757,7.430464024
AT1G23180,8.419984597,8.411532625,10.40006739
AT1G27880,7.709322256,7.269761249,6.959599515
AT5G17030,3.916133779,1.409922984,1.310042359
AT4G25130,10.20989218,10.14159424,12.21005006
AT3G13370,1.163758398,3.598267132,1.350358126
AT4G23930,6.389676531,6.179522499,5.559630322
AT1G62160,4.335640874,1.51160194,3.590055837
AT5G44010,5.410924196,6.0095302,5.399570634
AT3G14620,8.531417101,9.451193753,11.00002118
AT4G24570,10.65597975,8.050438993,8.619880625
AT1G58190,6.407627896,4.870292662,5.249639949
AT1G44110,9.020030807,9.039376168,8.229643799
AT3G29810,9.250585324,9.630978108,10.90020987
AT4G05070,9.962787992,11.77064694,12.61
AT2G23050,9.178613706,8.279614918,7.779695785
ATMG00140,4.839399272,4.450762462,5.44035235
AT1G70870,3.790739357,4.267851244,1.480431292
AT3G51210,2.154128077,4.829653426,4.380050061
AT1G67370,5.289183627,4.761501819,6.710144406
AT1G41900,2.364374529,5.199414676,4.43978628
AT4G33570,4.222048635,5.547758824,2.640431292
AT3G07830,5.236272409,2.821940812,5.340001925
AT1G10980,5.591863796,6.798290237,4.579878699
AT3G42340,0.820477501,1.13155573,3.149453184
AT2G07560,3.832942025,5.737820437,2.910394709
AT4G32590,7.740354275,7.970854882,9.080265706
AT3G30730,2.233434929,4.458205519,2.130396634
AT1G74120,7.035687084,4.241678957,6.42002503
AT1G30140,2.024466949,4.918390358,2.830171361
AT2G16730,4.542017828,5.847935962,3.170032732
AT1G49650,6.376595877,4.171655852,6.320134779
AT1G52390,3.129091207,2.538344148,0.390161734
AT1G63190,3.31684233,1.270238751,1.580419739
AT1G66930,5.899014191,5.259299151,4.349747771
AT5G17080,2.174405335,5.028313342,2.840180988
AT3G07090,11.36163275,12.42120146,13.97996919
AT3G53730,11.51996919,11.4995071,10.85962069
AT1G09200,11.12035428,11.34938387,10.5496284
AT4G36655,4.249599515,3.991532625,5.98009627
AT1G16850,6.556303215,4.161871497,6.590030807
AT3G05740,5.630816373,6.158467375,4.169870998
AT1G53885,8.877766526,7.429691935,7.029778578
AT2G03850,3.604220496,6.339399272,5.559749697
AT1G29510,4.526411038,2.201062826,3.580275333
AT5G52670,6.212865008,8.069453184,7.35959759
AT1G73190,3.348382657,2.30197932,4.869986522
AT1G15900,4.243404123,6.449537902,5.84962262
AT4G13060,4.022587749,5.697681808,2.690236825
AT2G29380,5.900323469,6.109191328,5.059678457
AT3G05610,1.704420739,4.568567496,2.710184839
AT5G57570,4.921802183,6.089268345,5.139612993
AT3G57880,8.841216858,9.6309396,10.85014633
AT1G17190,9.138783142,8.350346574,8.799534051
AT4G11870,4.9909396,5.598089994,3.120032732
AT3G10950,3.571987022,4.857751122,1.940173287
AT4G33070,10.90787435,9.52929145,8.609901804
AT3G46780,5.618998787,4.968467375,2.980492905
AT3G28620,5.196672894,3.039915282,2.930404336
AT2G41170,8.350693147,8.801332383,10.53005584
AT4G03153,1.799229836,1.300485203,1.930413963
AT3G30650,1.703373316,3.889453184,3.179632247
AT4G12860,3.31169436,4.40788205,1.6604698
AT3G29750,3.698475076,2.711147544,4.199462811
AT1G53345,6.968890965,6.249738144,5.90964765
AT2G14400,5.429568708,5.148251729,2.880485203
AT4G16050,2.703619769,5.048582899,3.209815161
AT2G21590,4.791293875,5.628706125,3.949768951
AT3G32290,-0.189075804,0.411732868,2.659701562
AT3G61190,10.0171658,8.180346574,8.629695785
AT3G12900,7.659091207,7.06882165,5.539909506
AT3G06660,8.000200243,8.131347786,9.880105897
AT4G38850,4.650816373,5.17882165,3.649757398
AT2G04380,3.581340085,4.448813948,2.909736219
AT3G60290,4.729753548,4.570084718,4.679524424
AT1G16760,1.984081867,4.628790843,3.059813235
AT3G53320,7.529568708,7.249445482,6.529666904
AT3G47340,8.30070855,8.758629109,6.979826713
AT1G64200,10.48020024,10.61154033,12.61002118
AT4G03780,-0.413927834,-2.958321044,-0.77992876
AT3G21620,5.219691935,5.018282535,2.79009242
AT4G26130,8.559892177,8.489029594,7.229757398
AT5G20420,4.311725166,5.42830564,3.229890252
AT5G55830,7.320539114,7.668837053,6.159770876
AT5G15300,5.710369679,5.948736932,4.309815161
AT5G56080,8.951910006,10.18890637,8.769699636
AT5G05900,7.751617343,8.799507095,8.159574485
AT2G19420,3.25155573,4.258544391,2.369813235
AT1G28170,3.72249533,5.340138629,5.519520573
AT1G22885,10.03,10.0295148,9.399624545
AT1G52240,5.265918133,2.621894602,5.079782429
AT5G48550,3.07418969,5.789314554,4.900115525
AT2G14810,0.260077016,0.309260643,-0.649441631
AT2G20610,10.66912201,10.09931455,9.209741995
AT5G14990,2.274436142,5.148760037,3.539901804
AT3G27620,5.347150395,3.49915282,2.400279184
AT5G08640,10.9081208,9.689661128,9.249751622
AT1G66610,4.28169436,5.378313342,3.189892177
AT1G04660,4.214112673,6.878621407,5.090250303
AT3G55790,3.697905155,2.341971619,4.899518648
AT1G03630,6.227905155,4.871247665,6.49025993
AT1G59535,-0.318813948,0.449406974,-0.319503245
AT1G27470,2.622741782,4.400585324,5.160015403
AT1G30560,5.389553305,5.099915282,4.989568708
AT4G12970,5.096133779,2.591501819,4.540129002
AT5G59320,9.999922984,9.950292662,10.33041781
AT5G51850,5.270015403,5.278567496,3.419913357
AT2G13620,2.244405335,5.09924524,4.120042359
AT1G80480,8.420415888,8.691047422,10.05018676
AT5G10260,6.829122014,6.260030807,6.299574485
AT1G03050,2.41409727,5.06966883,4.640015403
AT4G03630,3.254389932,6.098482778,4.130159809
AT3G26460,8.709214433,8.199522499,7.579680382
AT5G54590,7.079784354,6.938914069,5.529809385
AT3G13390,4.748290237,3.639237538,2.650527562
AT5G49870,6.219630322,5.980415888,6.519487841
AT4G29030,4.433404123,6.638813948,5.099755473
AT4G14090,4.92169436,6.01868302,4.309770876
AT3G03190,9.619738144,9.449507095,8.80964765
AT4G05280,3.953434929,6.178097696,3.709992298
AT4G22160,7.379553305,7.089268345,6.139722741
AT5G06170,5.270477501,5.577982172,2.960200243
AT1G13680,2.53684233,0.491987022,3.069980746
AT1G11370,4.321340085,5.189329958,4.319618769
AT1G65110,1.512664766,3.237735719,0.300263781
AT1G74000,6.580169436,6.689145118,5.579713114
AT3G03270,11.77842887,10.76114754,12.25027148
AT3G28540,5.242433717,6.817766526,3.92018869
AT1G23300,4.811571134,5.828659915,4.089784354
AT5G24210,3.733065251,5.720169436,5.939582186
ATMG00870,3.381925409,4.629961492,4.580333096
AT1G37020,4.480600728,4.870200243,5.129489767
AT3G42580,3.752803395,5.56783584,2.760127077
AT2G21990,2.283958641,4.848120801,2.410232974
AT2G36200,8.04080097,8.559391571,7.76962262
AT2G40250,4.294374529,7.128960279,5.780111674
AT5G67040,2.464251303,5.218914069,3.809844042
AT3G14740,9.340169436,9.448652214,7.699872923
AT4G23110,2.733357913,4.907889752,2.170292662
AT5G07230,3.491540327,4.487774227,1.600279184
AT1G47940,3.511663553,4.590723954,5.529474363
AT1G68270,3.250169436,3.358082293,0.870446695
AT1G03890,4.921109035,5.63783584,2.830369679
AT2G03410,2.932649363,4.648005276,2.060017329
AT1G74220,3.330693147,3.781039721,5.129441631
AT4G03290,2.443742995,4.869345361,4.019701562
AT3G19710,12.0809242,12.6799846,12.6595148
AT5G49080,7.636565071,5.41193311,7.919659203
AT1G74770,7.795764101,5.05075476,6.029905655
AT2G29490,9.22990758,9.169414676,8.409663053
AT5G15490,10.26927605,9.800200243,10.05954175
AT3G22020,5.380261856,5.549661128,5.109589888
AT5G38020,10.01887556,9.289460886,8.589734294
AT2G42940,3.853912431,6.388105398,3.930073166
AT5G02780,9.807828139,8.4,8.399707338
AT1G13080,10.3904621,10.69112444,12.15014633
AT5G27190,2.008197817,0.842179563,3.669822862
AT1G24320,8.951032019,9.619745846,9.28955138
AT1G32590,2.982880412,4.850223347,5.14011745
AT1G42710,4.167088782,2.281486416,4.210175212
AT5G33350,4.113727592,6.529599515,6.010136704
AT3G50820,8.738321044,7.651301576,9.340225273
AT5G28280,2.33915282,1.791994724,4.379867147
AT5G51800,2.929368466,2.521263068,4.16018869
AT4G21370,2.753974044,5.329599515,4.810065464
AT1G80080,4.911370891,5.797828139,2.980379306
AT5G17720,4.847966768,3.528937174,2.150437068
AT5G03340,9.561232262,10.36124766,11.97998652
AT2G02340,2.924282109,5.699453184,4.989978821
AT1G20440,12.26983056,12.16129387,13.84014248
AT3G01430,7.286025956,4.711856094,7.119793981
AT2G04730,3.371124439,4.098089994,1.620050061
AT5G08380,8.860261856,9.030646937,9.87030614
AT3G05790,3.369969193,3.349021892,2.080558369
AT2G35580,2.883234687,4.977912857,2.270309991
AT1G52510,4.668629109,3.778644512,2.020111674
AT1G64260,4.171201455,4.949345361,4.099626471
AT3G27070,8.012664766,9.738837053,8.229734294
AT1G24110,5.790831777,6.329260643,5.369657277
AT4G15975,5.349460886,5.000038508,5.049562932
AT1G07680,1.680431292,1.960831777,3.040240676
AT1G23910,0.653758398,3.088559794,1.219865221
AT1G24575,8.850569921,9.219175925,8.149690009
AT3G19590,8.480077016,8.529745846,8.199586037
AT4G14980,8.319707338,8.12877544,6.539878699
AT1G34540,4.498059188,3.238752335,1.620240676
AT3G18000,9.90929145,9.448975683,8.119849818
AT5G49290,5.517720316,4.039222135,3.029994224
AT3G44960,3.791093632,4.500177138,4.729495543
AT5G56300,6.04075476,6.53169436,8.729614918
AT4G05510,3.173742995,5.599091207,4.420244527
AT5G42280,7.790061613,7.828621407,6.03990373
AT1G47890,5.876734507,3.759522499,3.140154033
AT5G45930,2.812926621,4.707889752,1.970115525
AT2G42560,4.212125651,5.587828139,2.770379306
AT1G64920,7.600662341,8.028721529,6.369819012
AT3G13170,6.240492905,6.559437781,5.829632247
AT3G49960,8.767042572,6.852171861,9.66981131
AT2G34210,2.253234687,4.347959067,1.700086643
AT4G21650,4.627304428,2.879168223,1.800175212
AT1G22360,10.0395071,9.71882165,8.189884475
AT1G72580,2.329075804,1.729122014,0.590544891
AT5G10250,1.974235899,4.719183627,3.659830564
AT5G35470,3.937627896,2.401840691,4.789543678
AT1G59720,3.679676531,3.471139842,4.950202168
AT2G14690,3.800677744,4.23792826,1.550286886
AT1G50090,8.591463311,9.539599515,9.01957641
AT1G73000,4.659984597,4.648113099,2.200225273
AT1G04020,8.459922984,8.4095302,7.799641874
AT2G41230,6.421278471,7.251401698,9.069870998
AT3G23460,2.727581687,1.160231049,1.460433217
AT3G08870,4.748213221,3.58872923,1.940381231
AT1G03420,9.529969193,9.509345361,8.659684233
AT5G57100,9.000985809,9.641201455,11.20004043
AT5G56800,3.902695572,5.64797447,3.020055837
AT3G09140,2.613558156,4.917959067,2.270177138
AT1G72080,4.062310491,5.558159309,3.170458247
AT3G53250,0.191247665,0.999861371,0.820404336
AT1G47210,9.079306853,8.629591813,8.099670755
AT5G39630,2.793989447,5.378167011,3.000167511
AT4G28430,6.600246452,6.75924524,5.77969386
AT1G21120,8.248890965,7.529761249,7.219664979
AT3G19430,9.176056763,6.621725166,8.859988448
AT1G10620,4.686719103,2.559992298,2.550371604
AT5G47990,9.006488054,6.730623832,7.539772802
AT5G62910,7.780107823,7.850739357,8.810286886
AT1G55120,8.841340085,9.709029594,8.449701562
AT1G19670,5.341632747,6.399553305,5.819586037
AT2G36120,6.313989447,8.899815161,8.659819012
AT1G17480,6.640477501,6.949299151,6.03966883
AT2G33590,9.650138629,9.741563432,11.76998267
AT1G75750,11.38959952,11.13110904,12.57021372
AT3G03670,7.850446695,8.140308065,8.539491692
AT2G01200,4.577027169,2.649876774,2.490408187
AT3G30710,3.010693147,3.460569921,4.200284961
AT4G35725,4.890816373,5.417989873,2.810421665
AT1G41860,4.779399272,4.388636811,2.62051986
AT5G19810,3.459383869,3.060246452,3.380429366
AT3G20300,6.216457248,3.921201455,5.480204093
AT2G02980,5.140970406,5.769468587,5.079614918
AT3G09440,11.2723567,12.80080867,13.84995572
AT2G39040,7.226472651,4.941247665,6.559684233
AT5G49630,9.290107823,9.359499394,8.709643799
ATMG00150,5.900400485,6.16004621,6.220421665
AT4G21400,9.160462098,9.459091207,8.279726592
AT2G27750,2.733511946,5.00948399,4.340196392
AT1G35890,5.430077016,5.478413463,3.42051601
AT1G49220,5.005887327,2.341247665,3.960113599
AT3G17790,8.880816373,9.411216858,10.99005006
AT2G03370,2.924374529,5.758744633,4.130005776
AT5G26920,7.620646937,8.040862583,9.159457035
AT1G63950,2.154158883,4.849445482,4.130007702
AT2G21690,2.67409727,5.32882165,3.800182914
AT1G04490,5.520077016,5.568244027,3.290107823
AT5G03310,4.91830564,3.81868302,2.110338872
AT5G05270,8.98089339,9.559414676,8.799630322
AT1G05385,7.710184839,7.831232262,9.43011745
AT1G28375,2.763958641,5.328228624,3.030075091
AT1G67855,3.462895815,5.337905155,2.620136704
AT2G06490,3.42075476,3.909838266,3.699555231
AT2G28930,8.829491692,8.499044997,7.259817086
AT1G71490,2.753866221,5.259322256,4.379753548
