,exp1,exp2,exp3
AT3G30845,-1.245702487,1.540400485,2.059805534
AT2G23110,5.427766526,3.982094845,6.700107823
AT1G10970,7.02910661,6.451748271,8.720167511
AT3G22260,6.687150395,4.839083505,3.649984597
AT5G24750,6.580385082,6.830007702,6.839424303
AT1G15480,6.106010553,3.520639236,4.350435142
AT2G37310,2.803650575,5.167620195,2.080479427
AT2G32290,8.248475076,7.259768951,6.959584112
AT1G51290,4.815317406,1.782333596,4.80990373
AT4G39180,5.389676531,5.179314554,4.289599515
AT2G46360,3.421093632,4.128167011,1.750666191
AT1G67990,2.494605578,5.48004621,5.539909506
AT1G62160,0.979691935,0.782387507,3.879736219
AT1G70300,7.849722741,7.67211795,10.41993839
AT5G57730,-0.12759709,1.429406974,0.660500606
AT5G07380,2.790030807,2.809383869,2.010641161
AT2G19580,7.240338872,7.461286173,9.130225273
AT1G07410,5.440862583,6.000931898,7.210288811
AT1G16800,5.659553305,5.369430079,4.629582186
AT4G33990,3.745024744,0.522210369,3.389847893
AT2G22470,6.219353063,5.798436568,3.769913357
AT3G42250,-3.228875561,-2.498598302,-0.67990758
AT5G65530,6.169260643,5.688498181,3.739899879
AT2G35570,3.208937174,2.5223567,5.579418527
AT3G53730,11.51981516,11.39896028,10.04968808
AT2G43620,5.50924524,5.021201455,6.579335734
AT5G27750,6.979645725,6.749969193,6.709466662
AT3G42900,1.730539114,2.081987022,4.659880625
AT3G03270,8.859768951,8.711609642,10.80015788
AT1G65110,1.912433717,3.487712614,0.519980746
AT4G07830,3.18594894,0.562580048,3.909722741
AT5G32400,2.920569921,3.291440206,5.16014248
AT4G39235,7.040061613,7.08127077,8.730248378
AT3G14620,8.801293875,9.641571134,11.67998267
AT4G29330,9.091617343,10.14169436,12.33983441
AT5G47380,7.920231049,8.069607217,7.559509021
AT2G22610,6.420569921,6.789499394,6.139516722
AT2G12230,1.099399272,0.708852456,-0.779328032
AT5G45630,4.859830564,4.752325894,7.76974007
AT2G46650,10.40918363,9.878967981,8.539745846
AT5G05250,7.279306853,6.830015403,6.849482065
AT5G45700,6.419876774,6.338752335,4.719753548
AT3G51720,7.879584112,7.609422377,6.859589888
AT5G44810,5.299861371,5.20877544,3.619747771
AT2G07705,6.538490479,5.560508308,6.220504457
AT4G23290,10.52947629,10.18932996,9.319620694
AT4G01030,5.418983384,4.75882165,3.229819012
AT1G73480,9.501632747,10.56159424,12.62989025
AT2G41260,-0.521201455,-1.29868302,0.410308065
AT5G54720,5.919676531,5.708829351,4.189747771
AT4G13390,0.782803395,2.601278471,4.259697711
AT2G07440,2.875286599,-0.177920558,2.520003851
AT1G76280,3.382295087,4.870462098,5.470258005
AT2G04840,2.271478714,3.231424803,5.080013478
AT5G17850,4.370077016,4.419861371,4.24056607
AT2G03720,1.390231049,1.540115525,1.69051601
AT3G63090,7.109260643,6.62835185,4.489978821
AT1G64390,10.22061613,10.6190681,9.409618769
AT4G12540,6.468613706,5.568652214,3.819938387
AT1G37826,4.106195392,1.641093632,3.060358126
AT1G18550,5.616087569,3.079738144,2.739976895
AT5G10760,6.390184839,6.508829351,4.989711189
AT4G27530,3.741016616,4.401455609,6.28936269
AT4G13410,7.349229836,6.849607217,6.33957641
AT1G78990,1.940292662,2.12990758,2.010546816
AT3G48360,10.78493232,7.501917707,9.989819012
AT5G43120,4.891216858,5.680154033,5.879405049
AT4G17220,4.38844427,3.378852456,1.88988255
AT1G71760,5.506457248,3.209861371,3.029844042
AT2G28755,2.033049848,4.00929145,3.089545604
AT2G23210,2.204882837,5.369391571,4.580059688
AT5G23190,2.320323469,2.531686658,4.720051986
AT2G32590,6.949861371,6.859368466,6.039591813
AT3G07090,10.8523413,12.371394,14.17980938
AT2G18610,3.16919903,2.651678957,4.830159809
AT4G23320,6.169676531,5.958837053,4.449753548
AT4G33310,3.0676433,1.542279684,4.499994224
AT1G32900,12.02970734,11.83928375,10.90962455
AT5G09730,5.396626684,3.20948399,2.539959566
AT3G22840,8.61995379,8.592302789,11.57960914
AT5G62730,6.909922984,6.861024318,8.190317692
AT3G26150,2.720015403,2.731832989,5.110015403
AT2G15190,-3.725440632,-0.770531413,-1.460333096
AT5G35280,0.288752335,-0.518698424,1.170304215
AT4G12930,1.334112673,3.999561007,3.43020987
AT4G23800,9.09004621,9.119553305,8.539543678
AT2G17230,10.44698096,8.489645725,8.03054104
AT3G50900,6.301062826,6.987774227,4.100073166
AT2G24780,1.269661128,1.051863796,3.470038508
AT3G28930,6.910785567,7.419414676,6.659541753
AT5G62910,7.291278471,8.1204698,8.730354275
AT5G26731,5.899399272,5.507943663,2.840252229
AT5G43530,2.414235899,5.160200243,5.419901804
AT3G42390,1.861186052,2.631617343,4.729944163
AT2G46990,6.477427654,4.809630322,4.329767026
AT3G28870,1.422279684,2.899946089,2.830381231
AT5G54130,9.699337659,9.268991086,7.959741995
AT1G75750,11.45126307,12.27083948,13.3602503
AT4G19520,5.061771376,6.207728018,3.26056607
AT2G22510,3.752017828,5.058575197,3.209709263
AT1G61420,5.879491692,5.54966883,5.119555231
AT2G27580,8.951987022,10.24138629,12.03990373
AT3G31350,5.465440632,2.511755973,4.790115525
AT1G77990,8.758367253,7.698659915,5.959996149
AT3G42350,4.264809098,0.901324681,2.620057762
AT3G13310,7.481879199,8.701609642,10.78956678
AT2G06255,5.330169436,5.437897454,2.710125152
AT1G04630,4.240831777,4.780670042,5.649370391
AT4G05340,1.783943237,4.337666404,1.310080867
AT2G09960,1.050631534,1.460300364,1.850440919
AT4G03710,1.135317406,-1.898220922,0.409713114
AT2G15360,1.208690722,0.361093632,1.780354275
AT1G23600,5.73004621,5.758582899,3.919819012
AT3G12160,0.701725166,1.821008914,3.130127077
AT1G68300,9.99995379,9.971501819,11.92014826
AT2G10490,0.983450333,3.217466162,-0.069682308
AT3G21240,7.949707338,7.75962262,7.269557156
AT3G56590,4.042094845,5.401008914,6.710067389
AT3G26590,8.319553305,8.029329958,7.159636098
AT5G06900,2.113897027,4.6390604,3.420342723
AT1G76270,6.189399272,5.798975683,4.469749697
AT4G14090,6.119830564,6.008005276,3.420119375
AT2G01520,0.383419526,2.600585324,3.359555231
AT3G31410,1.183265493,3.299661128,2.860313842
AT3G43020,4.088321044,2.998813948,1.459942238
AT1G52820,5.289430079,4.920654639,5.769405049
AT1G20400,2.420107823,2.490700849,3.400375455
AT1G19530,0.592264281,2.060354275,2.520265706
AT5G28810,0.039876774,-0.039584112,0.499418527
AT5G16790,5.729969193,5.70806689,3.200065464
AT3G43430,4.443219284,6.528983384,5.210440919
AT5G62210,8.969892177,8.897897454,6.170204093
AT5G23320,2.454297513,5.239707338,4.859649576
AT4G08040,5.595425229,2.631509521,4.589716965
AT5G09440,7.540693147,7.990462098,8.590390858
AT1G42650,6.528890965,5.810215646,6.089499394
AT3G21660,3.850415888,4.119037296,2.870623832
AT2G39220,7.540277259,7.718382657,5.619884475
AT1G33830,1.888321044,0.802387507,3.899842116
AT1G19610,5.951032019,6.621370891,8.400067389
AT3G16220,10.55929145,10.09943778,9.369636098
AT2G30480,6.130277259,6.31131698,8.020175212
AT3G30640,5.315563858,2.440685446,3.329830564
AT5G66100,5.789014191,5.151678957,7.330146331
AT3G25020,4.730477501,5.03792826,2.350084718
AT3G01430,5.927242815,4.139476289,3.459869072
AT1G08280,7.879892177,7.808806247,6.259768951
AT2G14270,1.66334251,3.829792056,3.5595302
AT3G05610,1.170200243,1.302141055,4.079568708
AT3G18170,6.029507095,5.708274834,3.470026956
AT3G14520,0.962603153,2.651024318,3.979509021
AT1G27940,6.079399272,5.6895302,5.079607217
AT1G68760,7.780369679,8.019229836,7.019618769
AT1G58170,6.700585324,7.081956215,9.619797832
AT3G01550,11.11936847,10.70949169,10.04961877
AT1G64940,0.73315767,2.779915282,2.670256079
AT1G19020,5.801509521,6.781725166,9.019611067
AT5G01810,10.53867532,9.67844427,7.660080867
AT5G29397,2.48004621,2.512194966,5.359632247
AT5G26790,5.461247665,6.267581687,3.130437068
AT3G24100,9.480385082,9.731386294,11.53013478
AT3G57520,10.45879854,9.678367253,7.560105897
AT2G10020,4.378521286,3.422156458,6.219965343
AT2G21660,8.550554518,8.909892177,8.770510233
AT4G00510,7.669861371,7.579014191,6.299711189
AT1G26390,2.592957428,4.511001213,5.809805534
AT1G23560,4.759568708,4.480385082,4.979441631
AT1G29960,2.800184839,2.921255367,4.54936654
AT1G42410,2.020693147,2.468513584,0.540627683
AT5G50330,5.910985809,6.549314554,5.65957641
AT2G04650,5.910816373,6.439630322,5.959518648
AT2G28990,4.685178776,1.561848392,3.959847893
AT1G79070,6.100662341,6.528321044,4.349884475
AT2G10440,3.826457248,1.532348999,4.579884475
AT4G12250,6.890415888,7.159283748,6.229609142
AT5G11820,2.260138629,2.352087143,5.059768951
AT1G07620,3.701571134,4.720023105,4.750410112
AT4G03780,-1.866950152,0.110970406,1.369732368
AT5G52850,6.229830564,6.119214433,5.099663053
AT4G03760,3.434667191,6.458606004,4.650221422
AT3G59830,3.959029594,3.328952578,1.970616131
AT4G25810,7.86839806,6.832125651,9.589978821
AT5G27980,3.023558156,5.330415888,5.869593739
AT1G61430,5.219707338,5.029329958,4.159643799
AT1G78360,5.426719103,3.301370891,5.079543678
AT4G09290,2.422957428,4.339175925,3.26960144
AT2G36180,4.356133779,1.852010127,4.459612993
AT4G21580,9.359768951,9.211232262,10.81023297
AT2G20805,1.231540327,2.231409399,4.059940312
AT2G31590,3.869353063,3.451609642,5.540132853
AT4G14370,1.554667191,4.578220922,2.269990373
AT5G20790,3.46418969,6.177781929,3.30016366
ATMG00870,1.719661128,1.500885688,2.650338872
AT2G38830,0.684174286,3.390061613,3.469713114
AT5G49900,7.898860158,7.15886786,5.689869072
AT3G09610,7.959584112,7.68929145,6.769664979
AT4G29620,4.132002425,5.428767738,3.829688084
AT2G10840,0.047489267,-1.577520073,1.639745846
AT5G17480,2.748197817,1.581786779,3.899422377
AT5G23420,7.271263068,8.088960279,6.739659203
AT5G55590,5.858490479,4.878998787,3.579870998
AT2G04330,2.101956215,3.369437781,2.639545604
AT3G25200,5.747011765,3.811447907,5.689512872
AT5G49290,5.125363616,2.121193753,3.670177138
AT4G25820,2.172002425,3.47117835,4.999478214
AT2G15720,3.553958641,6.120130928,6.289967268
AT1G66790,2.167889752,0.800824075,1.869497468
AT1G78570,10.26927605,9.799353063,8.959676531
AT4G27652,6.271971619,7.551432504,9.409580261
AT1G55560,4.168428866,3.149815161,2.909636098
AT5G28610,5.166595877,2.961070527,4.349599515
AT4G05150,9.410523711,9.750870285,10.88027726
AT5G40140,3.843404123,6.049946089,5.980182914
AT4G38950,9.040323469,9.24957641,8.699559081
AT2G24400,2.542911218,4.430523711,5.110073166
AT1G02320,-0.605471438,2.328613706,0.529849818
AT5G33200,4.039661128,3.820292662,4.199464736
AT1G10640,10.28927605,9.818844755,8.31983634
AT1G54700,4.029029594,3.398344148,1.250525637
AT5G41490,3.767412251,2.092418314,5.229607217
AT1G08500,5.618197817,4.451548029,6.460207944
AT1G79200,6.849229836,6.348182414,3.990483278
AT3G28680,4.337982172,3.032271982,5.979896028
AT5G63540,5.669784354,5.529237538,4.539672681
AT1G53345,4.688167011,3.498513584,1.570240676
AT5G32610,4.440785567,4.948159309,2.559965343
AT3G02640,8.930462098,9.229145118,8.119655352
AT5G46730,4.781755973,5.921055124,7.290059688
AT5G42490,1.41924524,0.929691935,0.530564145
AT3G19660,3.45990758,3.398914069,1.989757398
AT4G08880,1.252479927,2.861170649,4.379607217
AT2G33160,2.699445482,2.339229836,1.340600728
ATMG00070,7.679861371,7.590492905,8.230412037
AT2G13550,4.340539114,4.688328745,2.520596877
AT1G20720,5.689784354,5.549252941,4.579670755
AT5G15450,11.71995379,11.6918869,14.13992106
AT2G36820,3.343142267,5.380408187,5.910061613
AT1G76230,2.117781929,0.681278471,2.340290737
AT1G80480,9.28009242,9.340739357,10.30033887
AT2G41170,7.670215646,7.811848392,10.2099018
AT4G39890,4.542464523,6.137697211,3.15044862
AT2G16390,6.920616131,7.319306853,6.419611067
AT5G26200,8.388644512,7.509006489,6.219859445
AT1G72950,5.110924196,5.708328745,3.539886401
AT1G29630,6.078829351,5.319845967,5.11960144
AT1G20693,9.981155245,10.72916052,9.639624545
AT2G04380,3.267520073,1.660277259,2.020479427
AT2G04370,1.434651788,4.448960279,3.100129002
AT4G07590,5.205918133,2.559861371,2.380175212
AT5G54960,7.490569921,7.860731655,8.810304215
AT1G23370,4.938798545,4.160908793,5.339437781
AT4G10820,6.199630322,5.959799757,5.699557156
AT1G56440,6.941309278,7.791209157,9.360057762
AT2G39920,5.070785567,5.579815161,5.340489054
AT5G24630,6.049522499,5.740007702,5.749524424
AT5G44010,3.909938387,3.869160522,2.780596877
AT3G52830,2.339630322,2.10202553,4.729872923
AT5G46320,2.741447907,3.681463311,5.579896028
AT5G23640,1.870523711,2.210007702,2.2204698
AT5G51740,8.619460886,8.272010127,10.87990758
AT1G73260,4.892094845,6.250793268,7.280103972
AT3G27510,2.45929145,2.000539114,2.70042359
AT5G59670,7.109306853,6.658944876,5.289807459
AT1G16090,6.819614918,6.568405761,4.499988448
AT5G07060,5.106980959,3.149137417,2.030192541
AT4G22500,2.771832989,3.961363189,5.729859445
AT1G04360,6.699599515,6.438143906,4.030148256
AT2G10870,4.388505883,3.421825288,5.790082793
AT4G29340,4.382295087,5.871186052,7.409844042
AT2G21690,2.507843542,1.111301576,2.800279184
AT1G06760,11.12015403,11.21889867,9.789749697
AT1G63450,3.261386294,4.161386294,5.95995379
AT4G28390,8.49990758,8.441378593,10.23015211
AT3G63310,9.961370891,10.85133238,12.5799846
AT5G51270,3.021678957,4.111162947,5.619460886
AT1G64170,1.863850818,4.360308065,4.759776653
AT1G18680,5.580400485,5.838852456,4.350600728
AT3G57880,9.001324681,9.86117835,11.39006354
AT1G08670,4.425733294,1.661971619,4.219944163
AT1G66830,4.201848392,5.398282535,3.169861371
AT2G32990,8.36995379,8.339645725,7.879574485
ATMG00890,5.347027169,3.421139842,4.900311916
AT2G17600,3.121586537,4.151162947,5.660026956
AT3G30310,5.166472651,2.879553305,2.300346574
AT1G13540,2.747658703,1.229684233,0.820525637
AT4G30540,4.695178776,1.571332383,3.299969193
AT5G58680,3.179306853,2.730685446,3.620387007
AT5G42880,4.197011765,2.25910661,1.100279184
AT5G51610,4.727073379,2.829137417,1.710155958
AT4G08490,1.473265493,3.589899879,3.460200243
AT5G45200,5.147042572,3.229545604,2.640465949
AT4G30460,6.510215646,6.65127077,8.300157884
AT5G44390,5.829676531,5.619083505,4.429736219
AT1G35663,5.619491692,5.289976895,5.259537902
AT4G13230,4.168382657,3.121771376,5.420103972
AT3G42130,1.7032963,3.839915282,3.73018869
AT5G49120,5.829830564,5.719722741,5.359568708
AT3G58350,5.658890965,4.93924524,3.959761249
AT5G46330,7.729830564,7.618236326,5.330057762
AT5G22060,10.09192541,11.34110133,12.76998652
AT4G03100,7.749799757,7.619460886,6.919628396
AT3G54250,7.399984597,7.389522499,6.769603366
AT5G45280,10.21975355,10.05925294,9.089684233
AT5G51470,4.90825943,3.779114312,2.629886401
AT1G64200,9.880169436,9.991340085,11.73013478
AT5G41620,4.681186052,5.45127077,7.100036583
AT2G14490,5.00665749,2.840831777,3.919649576
AT4G01410,5.0232963,7.158937174,5.780390858
AT4G26020,2.461832989,3.647697211,0.660431292
AT3G50720,1.901586537,2.931109035,4.370044284
AT1G44110,8.379722741,8.198960279,6.849772802
AT1G70270,6.857843542,5.45915282,4.359942238
AT1G77960,6.560369679,6.79929145,5.879638023
AT4G27160,2.093434929,4.318552093,2.439788205
AT5G39130,-2.53684233,-0.49,-0.490446695
ATMG00050,3.819122014,3.251001213,4.550311916
AT1G67800,6.840261856,7.008760037,5.399795907
AT1G73850,2.234713401,5.289044997,4.050017329
AT5G17130,2.877874349,1.502372104,4.579736219
ATMG00320,3.331971619,4.610901091,5.780065464
AT2G07693,3.549368466,3.141324681,4.860202168
AT1G61400,6.169799757,6.039684233,5.629582186
AT5G04000,5.607689509,4.109591813,3.579807459
AT1G10230,8.340955003,8.961417101,10.79999807
AT1G52970,3.252603153,4.940562219,5.670088569
AT2G17900,7.140739357,7.621655852,9.769899879
AT1G63300,6.179738144,6.009422377,5.259645725
AT3G13610,2.151617343,3.201278471,4.859491692
AT2G41230,4.961032019,5.631578835,7.679499394
AT4G05510,3.649553305,3.359930685,3.270512159
AT4G12480,2.043465736,4.2904698,4.899670755
AT1G44800,9.779322256,9.339283748,8.409715039
AT2G20440,3.704436142,6.579422377,5.830032732
AT2G21790,9.809845967,9.709337659,8.849661128
AT1G61070,4.799845967,4.698105398,2.240487128
AT5G32490,-0.199460886,0.149445482,-0.56945896
AT1G33260,6.849383869,6.448382657,4.350057762
AT3G62280,6.177319831,4.440785567,5.459582186
AT4G18375,5.192048635,6.519306853,5.619595664
AT5G16460,4.077966768,2.76127077,4.409474363
AT1G01410,5.119707338,4.928405761,2.859998075
AT1G56530,-1.1923567,-2.718051486,-0.190496755
AT5G42830,6.410415888,6.679537902,6.079586037
AT2G05430,5.049460886,4.701247665,6.31941275
AT1G66310,1.211894602,2.439237538,1.450485203
AT5G51850,6.609815161,6.488082293,4.000192541
AT2G38360,6.122849605,7.968929473,6.579684233
AT2G25090,4.829537902,4.531663553,6.690053911
AT3G25090,3.219568708,2.941748271,5.210011552
AT5G49380,5.191340085,6.061286173,7.729990373
AT2G28970,3.251386294,4.148844755,2.650554518
AT1G75150,5.750077016,5.799021892,4.529734294
AT3G46110,6.94009242,7.000639236,7.82943393
AT5G28570,5.520693147,5.969129715,4.83966883
AT2G03160,3.377443057,1.720385082,2.220442844
AT5G58120,9.118967981,8.449345361,7.599734294
AT3G22370,9.879553305,9.589738144,9.250533338
AT2G30030,3.215918133,0.570030807,0.610223347
AT5G21030,4.147735719,2.681794481,5.010102047
AT2G36880,12.09013863,12.17919133,11.12968423
AT3G52780,3.159075804,2.559553305,1.980556443
AT4G05640,5.03679612,2.962056337,5.629599515
AT3G01060,12.05973814,11.88972274,11.52958411
AT1G04020,8.229553305,7.939453184,7.229657277
AT2G33560,6.230061613,6.268498181,4.319919133
AT1G76930,4.711062826,5.401440206,7.269476289
AT3G51070,2.862079442,4.211116737,5.659919133
AT1G78430,6.280462098,6.578374955,4.469932611
AT1G66120,5.405779504,2.671571134,4.709741995
AT2G40130,4.346411038,2.020901091,3.190308065
AT2G19640,3.721987022,5.010308065,5.410256079
AT1G16705,6.089922984,6.040323469,6.459476289
AT4G18000,5.558998787,4.910824075,5.979457035
AT2G38720,6.639707338,6.44929145,5.529690009
AT5G52690,1.751524924,2.740747059,3.710177138
AT1G31620,2.719707338,2.532087143,5.239709263
AT3G28000,5.126734507,3.011794481,5.339584112
AT5G35940,2.003527349,4.290431292,4.849728517
AT3G42080,1.351755973,2.490970406,3.750057762
AT1G79470,5.961879199,7.177758824,4.270425515
AT4G04610,11.63768951,10.13891407,8.730140555
AT5G35800,3.926888539,1.909283748,0.980300364
AT1G54955,2.839691935,2.641840691,5.029474363
AT5G39100,5.262156458,6.659260643,5.699612993
AT5G15010,6.149507095,5.828475076,3.850003851
AT5G06690,7.620723954,8.089715039,7.720487128
AT1G05330,2.803265493,4.920600728,5.699824788
AT3G56380,1.753665978,4.130308065,4.529741995
AT5G04950,9.979322256,9.539537902,8.939659203
AT1G62740,10.1104775,10.42155573,12.43998075
AT1G65240,6.549537902,6.250030807,6.289541753
AT2G02640,0.063450333,2.298906368,0.88035235
AT1G07120,3.746472651,1.461832989,3.839628396
AT1G29490,3.351463311,4.299075804,3.100523711
AT2G11220,4.375794907,1.650308065,2.050223347
AT3G23720,-1.353912431,-3.88797447,-1.260232974
AT1G07050,5.937751122,4.480361977,4.94962262
AT5G52760,3.111201455,3.891594239,5.959589888
AT5G07760,1.602248878,3.061001213,4.359553305
AT1G04980,8.019922984,7.971055124,9.340231049
AT3G49270,2.122125651,3.500716252,4.429493617
AT2G02610,3.899691935,3.700901091,4.86943393
AT2G44420,6.300862583,6.859306853,5.959630322
AT1G79310,0.544297513,3.329638023,2.859842116
AT4G25990,6,6.000231049,6.300429366
AT3G16150,10.37919903,9.858744633,8.229930685
AT4G10260,5.848890965,5.128698424,3.439998075
AT3G58990,10.46936847,10.05940697,9.28969386
AT5G09800,3.843496542,6.109915282,5.999624545
AT5G42150,8.769645725,8.541632747,10.66003851
AT1G72380,6.247258218,4.471971619,7.030011552
AT2G14595,6.040061613,6.079614918,5.579599515
AT1G77720,6.980107823,7.049414676,6.289641874
AT2G40460,10.08836725,9.028544391,7.140319618
AT4G31100,2.045640874,-0.778960279,0.56985752
AT5G24470,5.189337659,4.760123226,4.920471725
AT4G18395,5.309383869,4.910231049,5.209522499
AT4G24180,3.171278471,3.999183627,2.940517935
AT1G41770,4.217473864,2.581324681,4.300240676
AT5G47980,4.837689509,3.339761249,3.030492905
AT1G66880,6.920123226,6.999237538,6.009686158
AT3G28520,2.308567496,1.38207174,4.069901804
AT5G10130,4.74910661,4.170115525,4.319559081
AT2G11090,3.791232262,4.588582899,2.750552592
AT1G12370,7.539044997,6.919614918,6.419670755
AT5G48070,3.353712188,5.760215646,6.039859445
AT4G04120,6.537720316,5.061162947,6.569520573
AT1G53830,3.862141055,5.248174712,2.88049483
AT1G20440,9.61070855,10.07087028,11.20021565
AT4G21070,5.64004621,5.66948399,4.999632247
AT2G04050,3.519044997,2.901008914,4.210290737
AT5G22410,3.821324681,4.681293875,6.359959566
AT1G71690,4.450261856,4.621632747,6.739478214
AT5G59305,1.502187264,2.921139842,4.399819012
AT1G13670,6.075702487,3.291340085,5.029809385
AT1G27285,6.529214433,6.020146331,6.209549454
AT3G52270,1.852618556,3.55089339,4.709853669
AT3G62550,9.029353063,8.609899879,8.480500606
AT3G52740,7.909845967,7.808783142,6.229849818
AT1G07060,5.189614918,4.938713827,3.269899879
AT1G69190,2.931524924,3.921378593,5.709562932
AT1G18370,8.039645725,7.809445482,7.08966883
AT5G18160,2.620970406,3.251609642,5.339564858
AT3G46520,2.040677744,2.480223347,2.770385082
AT1G58270,10.40975355,10.24919133,9.199728517
AT2G23580,5.448136204,4.238675319,2.520256079
AT2G41660,4.70164815,5.769476289,5.089586037
AT1G75040,7.730154033,7.829591813,7.299605291
AT3G05500,8.950785567,9.4604698,10.06945896
AT3G15400,5.501216858,6.288097696,3.820508308
AT3G47160,8.539984597,8.530955003,9.770248378
AT2G25930,6.718844755,5.970700849,6.880369679
AT1G18590,9.649691935,9.448767738,7.849872923
AT5G49260,2.764128077,5.439792056,5.169849818
AT1G53730,10.53984597,10.44113984,11.92020024
AT4G33660,11.27044669,11.56184069,13.94970734
AT2G31085,3.477658703,1.962264281,4.899686158
AT3G50500,8.001170649,8.76070855,9.68021372
AT1G23300,5.870138629,5.958267132,3.710050061
AT3G06780,8.029122014,7.461678957,9.640053911
AT4G35725,2.501771376,3.649915282,3.540358126
AT5G05760,4.361863796,5.569091207,4.389664979
AT1G28390,5.730231049,5.880300364,6.269485916
AT4G23680,9.159938387,9.121155245,10.62018676
AT1G42420,2.988706125,2.148552093,0.270444769
AT4G15760,2.81334251,4.978228624,2.679934536
AT3G30710,3.81835185,2.751409399,4.580194466
AT5G01080,3.32414348,6.009691935,5.609805534
AT3G20370,7.509661128,7.290069315,7.379541753
AT3G09240,5.608244027,4.469961492,4.41966883
AT4G18650,5.0867037,2.951594239,5.020130928
AT4G20230,6.878829351,6.118837053,4.609957641
AT1G12320,6.78995379,6.75806689,4.250379306
AT1G16150,3.084389932,5.928536689,4.030130928
AT5G38180,1.101078229,1.800562219,2.530263781
AT5G02490,8.641216858,9.43131698,11.13995572
AT3G19450,11.44958411,11.17936847,10.35969771
AT3G62230,4.577905155,3.22033117,3.649626471
AT5G55260,7.541062826,8.229514797,7.599591813
AT5G15950,11.18007702,11.22867532,9.509874848
AT2G37420,6.089861371,6.000130928,6.169524424
AT3G60620,9.019584112,8.749299151,7.839716965
AT3G10150,7.309122014,6.73962262,6.249670755
AT1G31680,5.416025956,2.840931898,4.049793981
AT5G28270,4.132433717,5.708028381,3.150011552
AT2G07500,5.229306853,4.778390358,2.6904698
AT5G07550,4.63995379,4.611209157,6.179437781
AT1G03470,7.129460886,6.780500606,7.430387007
AT5G06820,3.501186052,4.270015403,4.290385082
AT4G01080,9.788598302,8.879260643,7.919828639
AT3G52620,0.821340085,1.690916495,2.880115525
AT2G28170,3.642464523,5.238274834,2.99990373
AT1G03510,5.789491692,5.458390358,3.370088569
AT1G54890,5.746087569,3.211871497,5.639932611
AT2G12210,1.696595877,-0.51037738,-0.999870998
AT3G61920,2.752633959,4.460600728,5.240013478
AT1G13310,0.861524924,1.849376168,1.040467874
AT1G69440,6.240308065,6.438113099,3.990136704
AT4G03570,2.4123567,3.939661128,3.499572559
AT1G42697,4.619938387,4.580161734,4.789518648
AT1G43840,3.29174057,4.418598302,2.599805534
AT4G15660,7.080123226,7.161802183,9.499845967
AT3G01240,2.541755973,3.677951365,1.020084718
AT1G34280,7.169738144,6.99830564,4.800485203
AT5G42800,7.94,7.939422377,7.189659203
AT2G31290,6.679784354,6.538151608,4.140406261
AT2G43590,4.922942025,6.828883263,5.379730443
AT2G17000,4.038983384,3.382017828,5.999865221
AT3G60940,3.202079442,4.550978108,5.819948014
AT5G50340,7.331247665,8.139645725,7.679568708
AT5G27160,4.716472651,2.430985809,3.709703487
AT5G37030,2.121417101,3.041109035,4.480017329
AT1G04940,7.169537902,6.868228624,4.570400485
AT3G13820,1.842233474,3.291024318,4.619863296
AT2G41510,4.808336447,3.729175925,2.659901804
AT5G02430,6.810354275,7.041509521,8.999986522
AT3G19270,6.838998787,6.191678957,8.370050061
AT5G17760,6.079584112,5.808698424,4.120542965
AT4G02740,2.963974044,5.538328745,3.370242602
AT3G11340,0.881925409,2.131247665,3.749666904
AT3G13330,9.090015403,9.099584112,8.559624545
AT1G22420,4.468151608,3.27160194,5.349495543
AT2G17880,8.418459673,7.420554518,8.139547529
AT1G35490,1.532695572,3.280292662,3.660119375
AT5G48850,8.726642087,6.549607217,6.040271483
AT5G11360,5.028675319,4.169376168,3.360529487
AT5G05840,1.893974044,4.469175925,3.400171361
AT5G59270,3.770138629,3.858528988,1.95054104
AT5G38700,3.518105398,2.291894602,4.75
AT3G54930,6.170585324,6.548074591,4.050134779
AT3G50200,3.230877986,3.798914069,2.390539114
AT1G38340,5.296518861,3.039876774,2.880009627
AT5G20460,3.617982172,2.311717465,4.540082793
AT5G32600,4.789799757,4.658798545,3.099865221
AT5G01190,6.049537902,5.749561007,5.179661128
AT5G53840,5.21,5.208590601,3.379926834
AT1G78710,3.193665978,5.570115525,5.719751622
AT1G65060,9.119630322,8.879337659,8.019711189
ATMG01370,9.079892177,9.010446695,9.590371604
AT1G77050,5.111832989,6.300770164,7.300088569
AT3G44110,11.91169436,13.01099351,14.3000154
AT1G26660,6.399753548,6.239222135,5.229734294
AT3G13860,9.270569921,9.640816373,10.7002272
AT1G16040,6.840831777,7.38131698,9.090005776
AT1G71470,2.883126864,4.910184839,5.149614918
AT1G15550,9.518598302,8.61193311,11.11994609
AT3G08590,11.18013863,11.27136319,13.04007509
AT2G23990,2.902510733,4.529044997,3.290417814
AT5G57790,3.99089339,4.570438993,5.140302289
AT2G39820,1.863588962,4.189792056,3.920090494
AT5G60250,4.38924524,3.901863796,6.319922984
AT2G06390,5.387905155,4.030130928,4.199680382
AT1G47220,5.548028381,4.269083505,3.080007702
AT4G38080,2.252310491,3.751001213,5.049645725
AT2G20940,7.861293875,8.701101334,10.13003081
AT3G52770,1.423665978,3.798359552,1.670302289
AT2G04450,4.403727592,6.819969193,6.779959566
AT2G05650,5.738629109,4.84868302,3.140105897
