GeneID,60mins,240mins,480mins,720mins,1440mins,2160mins,3600mins
AT1G20510,2.436,1.747,1.836,2.042,2.538,2.346,2.332
AT1G20515,0.246,0.264,0.411,0.296,0.097,0.212,0.348
AT1G20520,0,0,0,0,0,0,0
AT1G20530,0.459,0.499,0.73,0.644,0.454,0.312,0.458
AT1G20540,22.039,20.77,21.392,19.217,14.7,14.146,12.363
AT1G20550,2.418,2.688,2.979,3.01,2.732,3.093,2.602
AT1G20560,14.629,15.341,16.957,16.694,16.59,17.77,18.793
AT1G20570,0.3,0.24,0.19,0.198,0.211,0.157,0.079
AT1G20575,21.765,21.233,21.547,18.904,19.145,21.046,18.519
AT1G20580,33.481,24.873,26.242,26.589,28.509,28.404,28.739
AT1G20590,0,0,0,0,0.027,0,0
AT1G20600,0.024,0,0,0,0,0,0
AT1G20610,7.309,3.939,3.264,3.625,3.404,2.669,1.598
AT1G20620,967.529,1465.052,1585.751,1767.842,2413.479,2540.646,2617.861
AT1G20630,14.504,38.204,42.108,46.929,61.264,59.971,71.774
AT1G20640,9.965,9.378,8.454,8.284,7.354,7.093,6.342
AT1G20650,20.401,27.321,32.123,32.636,31.518,27.787,25.22
AT1G20657,0,0,0,0,0,0,0
AT1G20670,9.912,11.016,10.277,11.514,13.93,13.843,14.279
AT1G20680,0.04,0.054,0,0.038,0.038,0.06,0.023
AT1G20683,0,0,0,0,0,0,0
AT1G20687,0,0,0,0,0,0,0
AT1G20691,0.011,0,0,0.009,0,0.01,0
AT1G20690,0,0,0,0,0,0,0
AT1G05563,0,0,0,0,0,0,0
AT1G20693,125.939,202.764,261.382,273.392,345.073,273.255,244.21
AT1G20696,72.471,93.317,105.154,112.28,125.876,110.934,109.861
AT1G20700,0.128,0.04,0.172,0.296,0.254,0.143,0.203
AT1G20710,0,0,0,0,0,0.042,0.036
AT1G20720,1.674,1.068,0.881,0.722,0.285,0.284,0.212
AT1G20730,0.024,0,0,0,0,0,0
AT1G20735,0,0,0,0,0,0,0
AT1G05567,0,0,0,0,0,0,0
AT1G20740,0,0,0.02,0,0,0,0
AT1G20750,0.02,0.025,0,0,0,0.014,0
AT1G20760,24.796,29.983,28.035,28.017,31.613,33.147,36.594
AT1G20770,13.928,15.96,15.977,15.265,13.585,11.732,12.579
AT1G20780,11.724,10.041,10.732,10.236,10.577,10.832,11.808
AT1G20790,4.145,6.284,5.905,6.43,5.573,4.814,2.805
AT1G05583,0.246,0.395,0.318,0.1,0.536,0.216,0.104
AT1G05587,0.096,0,0,0,0,0,0
AT1G05593,0,0,0,0,0.068,0.073,0
AT1G05597,0,0,0,0,0,0,0
AT1G05603,0,0,0,0,0,0,0
AT1G20795,0,0,0,0.016,0,0,0.022
AT1G20800,0,0,0,0,0,0,0
AT1G20803,0,0,0,0,0,0,0
AT1G20810,36.975,30.072,30.037,25.114,18.654,14.741,14.64
AT1G20816,8.247,5.255,4.528,4.168,4.351,4.177,2.953
AT1G20823,4.108,2.136,2.162,1.601,1.372,1.482,1.787
AT1G20820,0,0,0,0,0,0,0
AT1G20830,12.709,11.105,12.608,10.191,8.639,8.543,9
AT1G20840,15.834,22.261,21.913,20.748,20.994,19.077,19.407
AT1G05607,0,0,0,0,0,0,0
AT1G20850,59.588,77.65,79.111,81.738,84.956,84.353,44.071
AT1G20860,0.013,0,0,0,0,0,0
AT1G20870,4.277,2.729,2.339,1.606,1.312,0.896,0.546
AT1G20875,0,0,0,0,0,0,0.106
AT1G20880,10.254,15.576,16.692,19.733,29.424,28.989,30.462
AT1G20890,9.652,7.824,9.496,10.511,12.261,12.765,14.274
AT1G20900,16.223,20.635,21.073,27.698,28.489,31.362,30.474
AT1G20910,7.9,5.55,6.925,6.224,7.893,8.368,9.235
AT1G20920,15.64,17.508,18.208,26.8,37.669,38.784,36.963
AT1G20923,0,0,0,0,0,0,0
AT1G20925,0.017,0.028,0.029,0.086,0.09,0.062,0.222
AT1G20930,8.596,4.401,3.971,3.972,2.508,2.043,1.813
AT1G20940,0,0,0,0,0,0,0
AT1G20950,33.778,24.007,20.192,16.284,10.31,10.372,8.125
AT1G20960,30.108,27.93,27.395,30.861,36.617,38.386,41.602
AT1G20970,22.926,27.627,23.886,28.765,36.161,39.3,42.636
AT1G20980,26.768,27.96,27.641,27.019,28.69,29.143,30.704
AT1G20990,0.034,0.042,0.109,0.09,0.064,0.07,0.039
AT1G05613,0.082,0,0,0.08,0,0,0
AT1G21000,39.597,64.174,74.266,87.061,110.248,118.423,120.43
AT1G05617,0,0,0,0,0,0,0
AT1G21010,3.48,4.344,4.771,5.45,6.123,5.384,8.793
AT1G21020,0,0,0,0,0,0,0
AT1G21040,0,0,0,0,0,0,0
AT1G21050,6.157,5.782,7.91,10.422,15.174,17.003,18.34
AT1G05623,0,0,0,0,0,0,0
AT1G21060,24.536,31.407,34.68,34.867,39.758,33.162,32.516
AT1G21065,42.538,42.56,51.699,53.043,47.65,43.223,46.957
AT1G21070,17.947,13.499,11.152,8.8,4.531,3.832,2.871
AT1G21080,25.204,27.644,27.285,27.721,29.762,34.922,39.338
AT1G21090,5.071,4.003,4.657,5.665,6.063,5.733,4.866
AT1G21100,7.053,0.468,0.892,1.497,3.999,6.331,12.44
AT1G21110,0.695,0.1,0.09,0.088,0.142,0.174,0.958
AT1G21120,0.432,0.154,0.088,0.257,0.172,0.175,0.702
AT1G21130,24.2,69.245,94.997,98.925,114.951,126.313,107.295
AT1G05633,0,0,0,0,0,0,0
AT1G21140,0.178,0.658,0.842,1.044,0.742,0.936,0.624
AT1G21150,2.07,1.734,1.732,1.639,1.153,0.998,0.616
AT1G21160,6.411,6.89,6.989,8.732,11.934,13.625,13.253
AT1G21170,9.269,10.053,9.045,8.301,8.091,7.243,6.809
AT1G21190,20.681,15.938,18.119,18.795,14,17.143,20.137
AT1G21200,7.207,7.751,7.559,7.875,6.926,8.276,8.071
AT1G21210,0.318,0.186,0.209,0.152,0.246,0.376,0.476
AT1G21220,0,0.024,0,0,0,0,0.033
AT1G21230,0,0,0.009,0,0,0,0
AT1G05643,0,0,0,0,0,0,0
AT1G21240,0.02,0,0.009,0,0,0,0
AT1G21245,0,0,0,0,0,0,0
AT1G21250,0.042,0.042,0.032,0.008,0,0.027,0.017
AT1G21260,2.777,1.885,2.316,2.114,1.982,2.013,1.963
AT1G21270,0.027,0,0.012,0.018,0.006,0,0
AT1G21280,0,0,0,0,0,0,0
AT1G21286,0,0,0,0,0,0,0
AT1G21290,0,0,0,0,0,0,0
AT1G21300,0,0,0,0,0,0,0
AT1G21310,101.333,70.983,93.214,115.051,272.614,311.554,384.724
AT1G21313,0,0,0,0,0,0,0
AT1G05647,0,0,0,0,0,0,0
AT1G21320,0,0.007,0.008,0,0,0.008,0
AT1G21323,0,0,0,0,0,0,0
AT1G21326,0.039,0.329,0.245,0.243,0.487,0.736,1.404
AT1G05653,0,0,0,0,0,0,0
AT1G05657,0,0,0,0,0,0,0
AT1G21330,0,0,0,0.02,0,0,0
AT1G21340,0.466,0.22,0.318,0.274,0.152,0.074,0.079
AT1G21350,22.64,17.635,16.451,12.148,8.38,8.03,8.056
AT1G21360,5.976,12.537,14.026,15.183,17.324,18.774,18.139
AT1G21370,11.976,13.078,11.624,11.133,9.386,9.919,9.186
AT1G21380,29.616,29.512,28.806,27.833,32.421,30.011,32.823
AT1G21390,1.99,1.282,1.531,1.542,1.589,1.469,1.861
AT1G05663,0,0,0,0,0,0,0
AT1G05667,0,0,0,0,0,0,0
AT1G05673,0,0,0,0,0,0,0
AT1G21395,0.064,0.374,0.222,0.34,0.174,0.128,0.07
AT1G21400,19.962,88.036,98.519,123.856,183.901,170.356,210.699
AT1G21410,16.317,22.99,24.387,26.071,25.401,32.432,35.858
AT1G21420,0,0,0,0,0,0,0
AT1G21430,0,0,0,0,0,0,0
AT1G21440,11.293,12.13,11.684,9.765,8.215,6.062,5.083
AT1G21450,12.191,12.739,13.784,15.151,21.41,22.781,25.376
AT1G21460,19.488,23.029,25.214,22.898,14.897,14.763,10.751
AT1G21470,0.024,0.018,0.02,0,0,0,0
AT1G21480,17.176,15.405,14.134,11.34,8.062,7.628,7.464
AT1G21475,0,0,0,0,0,0,0
AT1G21490,0,0,0,0,0,0,0
AT1G21500,105.209,64.069,52.747,37.264,7.382,5.936,3.944
AT1G21510,1.601,1.759,1.591,2.269,1.818,2.437,2.05
AT1G21520,10.629,4.688,1.468,1.937,1.32,1.973,4.278
AT1G21525,9.064,5.816,4.747,4.198,0.506,0.157,0.528
AT1G21528,0.427,0.256,0.093,0.088,0.141,0,0.116
AT1G21529,0.03,0.102,0.057,0.027,0.352,0.192,0.254
AT1G21530,0.11,0,0.012,0,0,0,0
AT1G21540,1.907,1.406,1.737,1.722,2.413,1.574,1.243
AT1G21550,0.968,0.81,0.762,0.863,1.107,0.646,0.502
AT1G21560,7.947,7.143,6.563,5.336,4.018,2.836,2.257
AT1G21580,12.367,15.134,13.895,17.25,23.844,24.858,24.83
AT1G21590,24.516,25.169,23.707,21.912,19.356,15.853,14.159
AT1G21600,46.337,34.304,36.263,32.17,33.778,30.825,31.421
AT1G21610,8.961,12.081,13.641,16.091,23.118,20.974,20.706
AT1G21620,0,0.021,0.023,0.046,0.048,0,0.023
AT1G21630,33.16,38.686,34.662,38.48,47.168,51.112,59.082
AT1G21640,16.429,15.729,16.165,15.016,16.014,14.424,15.876
AT1G21650,3.142,1.555,1.048,0.971,1.019,0.969,1.245
AT1G21651,0.287,0.245,0.211,0.224,0.228,0.327,0.355
AT1G05683,0,0,0,0.164,0,0,0
AT1G21660,44.679,46.52,40.097,37.671,35.25,36.08,34.332
AT1G21670,14.919,26.01,25.024,28.715,42.815,39.158,53.846
AT1G21680,16.864,37.876,52.478,71.789,153.647,154.931,202.309
AT1G21690,14.854,10.892,11.325,9.045,9.192,8.559,9.478
AT1G21695,0.675,0.92,0.916,0.987,1.014,1.43,1.288
AT1G21700,14.883,13.27,12.79,12.558,14.447,15.527,15.401
AT1G21710,10.684,11.005,11.459,10.064,8.837,7.89,7.71
AT1G21720,61.941,54.62,54.136,49.099,38.326,39.64,37.937
AT1G21722,0,0,0,0,0,0.03,0
AT1G21730,12.977,12.637,11.466,12.178,12.658,11.997,11.058
AT1G21740,4.264,2.93,2.543,2.326,1.699,1.672,1.526
AT1G21738,0,0,0,0,0,0,0
AT1G21750,56.951,46.986,42.023,36.105,38.651,38.646,41.919
AT1G21760,13.494,16.578,18.63,18.566,21.457,23.085,24.292
AT1G21770,0,0,0,0,0,0,0
AT1G21780,32.298,42.522,50.028,58.631,81.072,93.738,104.394
AT1G21790,22.583,40.933,25.316,18.113,12.08,10.232,8.431
AT1G21800,0,0,0,0,0,0,0
AT1G21810,0.654,0.505,0.56,0.41,0.251,0.119,0.07
AT1G21830,27.926,31.953,33.897,37.838,60.518,58.697,61.334
AT1G21835,0,0,0,0,0,0,0
AT1G21840,5.992,6.041,5.362,5.531,4.433,4.451,4.825
AT1G21850,0.014,0,0,0,0.013,0,0
AT1G21860,0,0,0.014,0,0,0,0
AT1G21864,0,0,0,0,0,0,0
AT1G21866,0,0,0,0,0,0,0
AT1G21870,0,0,0,0,0,0,0
AT1G21880,10.475,6.929,6.464,5.757,5.253,5.024,4.032
AT1G05687,0.06,0.068,0.128,0.077,0.079,0.03,0.032
AT1G21890,0.028,0.236,0.404,0.586,0.647,1.311,0.904
AT1G21900,28.075,24.392,25.734,24.913,21.994,23.537,25.233
AT1G21910,8.315,8.508,8.227,8.694,10.35,13.901,24.493
AT1G21920,49.412,59.763,73.356,85.221,97.886,100.73,96.022
AT1G21925,0,0,0,0,0,0,0
AT1G21928,0,0,0,0,0,0,0
AT1G21930,25.445,26.735,27.432,26.069,26.072,21.425,17.52
AT1G21940,0,0,0,0,0,0.129,0.202
AT1G21945,0.006,0,0,0.01,0.005,0,0.006
AT1G21950,0,0,0.027,0.026,0.029,0,0
AT1G21960,0,0,0,0,0,0,0
AT1G21970,0,0,0.022,0,0.118,0.113,0.022
AT1G21973,0,0,0,0,0,0,0
AT1G21980,25.497,30.348,28.91,32.902,41.787,42.876,37.951
AT1G05693,0,0,0,0,0,0,0
AT1G05697,0,0,0,0,0,0,0
AT1G21990,0,0.014,0.123,0.122,0.158,0.17,0.138
AT1G22000,0.082,0.054,0.044,0.04,0.014,0,0.05
AT1G22010,0,0,0,0,0,0,0
AT1G22015,0,0,0,0,0,0,0
AT1G22020,11.387,12.415,13.276,13.611,14.303,15.544,16.629
AT1G22030,0.902,0.544,0.8,0.743,0.876,0.84,0.916
AT1G22040,6.28,6.164,7.937,7.804,10.091,10.271,10.486
AT1G22050,4.705,4.032,4.026,4.17,5.069,4.984,5.354
AT1G05703,0.056,0.043,0,0.194,0,0.055,0.107
AT1G22060,12.785,14.989,12.344,13.809,12.415,11.55,9.767
AT1G05707,0,0,0,0,0,0,0
AT1G22065,0.877,1.911,2.684,4.147,5.982,8.674,8.953
AT1G22070,6.001,8.729,8.974,8.919,11.172,9.841,9.755
AT1G22080,0.038,0.012,0.046,0.111,0.106,0.198,0.26
AT1G22090,0,0,0,0.017,0,0.021,0
AT1G05713,0,0,0,0,0,0,0
AT1G22100,0,0.032,0,0.016,0,0.031,0.019
AT1G22110,1.047,1.81,1.774,2.678,2.14,2.308,2.363
AT1G22120,0.101,0.08,0.081,0.068,0.128,0.043,0.09
AT1G22130,0,0,0,0,0,0.02,0
AT1G05717,0,0,0.081,0,0,0,0
AT1G22140,19.581,17.07,15.838,13.719,8.525,10.572,10.372
AT1G22150,0.01,0,0,0,0,0,0
AT1G22160,8.788,10.553,5.799,8.236,7.86,9.991,8.287
AT1G22170,5.271,5.912,4.931,4.572,3.145,2.068,1.523
AT1G05723,0,0,0,0,0,0,0
AT1G22180,6.285,9.865,8.315,9.357,10.481,11.337,9.57
AT1G05727,0,0,0,0,0,0,0
AT1G22190,27.825,26.64,28.919,44.323,60.29,79.233,94.505
AT1G22200,25.77,24.123,23.895,21.974,23.77,23.745,24.302
AT1G22210,0,0,0,0,0,0,0
AT1G22220,0.478,0.21,0.14,0.11,0.096,0.052,0.05
AT1G22230,5.954,5.999,5.626,5.518,6.115,5.684,5.367
AT1G22240,0,0,0.011,0,0.022,0.034,0.054
AT1G22250,1.384,0.766,0.868,0.752,0.601,0.552,0.659
AT1G05733,0,0,0,0,0,0,0
AT1G22260,0.122,0.27,0.237,0.186,0.158,0.118,0.056
AT1G22270,12.986,11.358,13.433,14.802,14.636,17.915,19.783
AT1G22275,0.452,0.406,0.39,0.457,0.55,0.533,0.608
AT1G05737,0,0,0,0,0,0,0
AT1G22280,20.613,20.515,19.711,21.806,23.673,25.564,30.656
AT1G22290,1.2,1.875,1.033,0.944,0.49,0.208,0.184
AT1G22300,156.704,149.382,143.227,150.696,118.988,116.369,106.654
AT1G22310,8.93,7.708,7.764,9.927,10.835,10.466,11.411
AT1G22320,0,0,0,0,0,0,0
AT1G22330,46.282,42.151,37.305,35.993,32.814,28.869,24.024
AT1G22340,0.042,0.012,0.025,0.038,0.065,0.013,0.041
AT1G22350,1.659,1.734,2.51,2.43,2.181,1.88,1.656
AT1G22360,41.377,34.582,32.663,33.671,31.73,33.684,37.1
AT1G22370,3.558,19.038,23.61,26.209,30.957,38.255,35.651
AT1G22380,0.412,0.644,0.859,0.633,0.976,0.495,0.748
AT1G22400,14.244,6.176,6.779,6.936,7.104,6.141,8.448
AT1G22403,3.976,3.509,4.66,5.482,6.141,6.784,7.316
AT1G22410,60.924,73.343,56.155,51.16,47.949,46.379,35.203
AT1G22420,0,0,0,0,0,0,0
AT1G22430,45.59,31.101,32.526,31.309,27.854,20.898,13.927
AT1G22440,5.827,4.414,5.107,5.461,3.469,2.987,2.061
AT1G22450,67.294,57.315,56.629,54.237,46.106,43.139,33.324
AT1G22460,0.751,0.708,0.68,0.836,0.617,0.546,0.473
AT1G05747,0.106,0.436,0.101,0.189,0.102,0.051,0.05
AT1G22470,4.675,6.986,4.342,3.942,2.473,2.081,2.123
AT1G22480,0.022,0.02,0.097,0.169,0.218,0.184,0.106
AT1G22490,0.322,0.583,0.62,0.536,0.716,0.613,0.39
AT1G22500,4.784,1.545,1.436,1.554,2.714,2.899,3.806
AT1G05753,0,0,0,0,0,0,0
AT1G22510,5.272,4.772,4.675,4.528,4.258,5.45,5.478
AT1G05757,0,0.127,0.066,0,0.07,0.066,0.064
AT1G22520,21.501,17.334,16.919,14.315,10.186,9.907,8.959
AT1G22530,180.897,206.783,210.567,213.355,182.267,214.183,205.916
AT1G22540,8.559,9.1,7.895,7.304,7.014,6.24,6.425
AT1G22550,22.512,18.461,17.96,16.599,12.534,13.038,11.258
AT1G22560,0,0.004,0,0.005,0,0.006,0
AT1G22570,4.534,4.813,4.958,5.434,5.764,7.087,9.088
AT1G22580,0,0,0,0,0,0,0
AT1G22590,6.556,3.585,3.049,2.435,1.517,1.272,0.982
AT1G22600,3.875,4.075,5.052,8.683,14.445,15.71,16.218
AT1G22620,5.313,6.572,6.713,6.526,6.761,7.077,7.877
AT1G22610,0,0,0,0,0,0,0
AT1G22630,26.285,20.005,19.297,12.881,7.274,4.369,3.016
AT1G22640,57.453,64.825,53.242,55.192,46.606,47.437,44.094
AT1G22650,3.302,2.989,2.925,3.369,2.561,2.429,1.866
AT1G22660,4.062,3.138,3.708,3.923,3.898,4.247,4.035
AT1G22670,0.076,0.032,0.016,0.016,0.017,0.034,0.054
AT1G22680,0.86,0.344,0.232,0.108,0.176,0.069,0.015
AT1G22690,1.026,0.501,0.394,0.363,0.296,0.326,0.676
AT1G22700,74.007,51.369,54.132,43.174,30.37,24.539,22.599
AT1G05763,0.351,0.307,0.475,0.394,0.169,0.172,0.177
AT1G22710,102.026,151.823,148.048,139.363,138.511,125.192,106.298
AT1G22720,0,0,0.032,0.03,0,0,0
AT1G22730,11.462,11.504,11.803,11.816,14.38,14.161,14.246
AT1G22740,52.111,54.534,55.09,57.623,57.032,56.899,56.84
AT1G22750,28.099,15.925,15.239,13.209,8.088,7.46,8.769
AT1G22760,0.038,0,0.017,0.008,0.026,0,0
AT1G22770,15.406,6.802,7.019,9.135,16.034,13.858,17.648
AT1G22780,138.312,79.666,74.957,67.358,51.165,47.963,41.596
AT1G22790,16.977,16.232,18.66,18.206,21.386,20.838,17.749
AT1G22800,0,0,0,0,0,0,0
AT1G05767,0,0,0,0,0,0,0
AT1G22810,0,0,0,0,0,0,0
AT1G22830,1.575,1.067,0.699,0.834,1.172,0.952,1.176
AT1G22840,115.358,101.669,91.387,80.81,62.782,56.058,45.913
AT1G05773,0.503,1.161,0.8,0.857,0.746,0.842,0.362
AT1G22850,71.174,59.02,61.215,49.781,40.856,41.978,39.634
AT1G05777,0.89,0.334,0.448,0.354,0.186,0.364,0.224
AT1G22860,9.277,10.076,10.309,10.13,10.614,10.692,10.195
AT1G22870,7.359,7.904,8.539,8.844,11.559,12.244,13.342
AT1G22880,5.436,4.205,5.043,5.017,6.079,7.397,8.87
AT1G22882,19.795,18.511,16.992,14.586,13.047,15.255,16.963
AT1G22885,9.486,10.271,13.861,12.121,13.835,11.832,12.232
AT1G22890,3.94,8.546,16.856,16.803,30.246,38.921,72.906
AT1G22900,0.73,0.468,1.018,0.59,1.102,0.778,0.92
AT1G22910,29.197,27.675,27.999,27.296,27.3,25.674,23.485
AT1G22920,16.974,13.633,15.079,14.483,13.633,14.482,14.406
AT1G22930,48.424,69.685,60.904,70.626,88.11,104.508,112.511
AT1G22940,9.876,9.045,10.218,10.628,10.399,10.766,10.88
AT1G22950,7.482,6.622,5.995,5.395,4.581,4.582,3.683
AT1G22960,2.552,2.038,2.117,2.131,1.942,2.332,2.275
AT1G22970,7.063,5.609,6.136,6.483,5.867,5.988,6.516
AT1G22980,0.248,0.221,0.275,0.154,0.107,0.068,0.127
AT1G22985,3.998,6.638,7.226,9.027,10.486,11.659,13.469
AT1G22990,0.495,1.389,4.997,9.955,11.002,10.767,6.147
AT1G23000,5.348,5.672,5.44,4.925,4.761,3.724,2.291
AT1G23010,1.455,1.231,1.738,1.792,2.444,2.059,2.909
AT1G23020,23.468,21.61,25.006,29.565,51.639,52.79,55.591
AT1G23030,55.743,39.127,35.858,31.6,23.627,23.034,23.008
AT1G23037,0,0,0,0,0,0,0
AT1G23040,10.826,17.302,15.319,17.038,23.84,27.268,27.514
AT1G23050,0,0,0,0,0,0,0
AT1G23052,0,0,0,0,0,0,0
AT1G23060,5.434,7.204,6.628,6.67,5.835,5.247,4.117
AT1G23070,4.679,5.947,4.273,5.434,8.533,8.701,9.585
AT1G23080,78.614,63.227,61.785,50.658,45.156,44.327,42.46
AT1G23090,21.151,16.736,15.293,12.985,14.624,12.113,10.83
AT1G23100,3.123,1.029,0.904,0.68,0.893,0.706,0.621
AT1G23110,0.029,0.068,0.068,0.014,0,0,0
AT1G05787,0,0,0,0,0,0,0
AT1G23120,7.851,14.662,13.829,15.566,20.157,28.661,37.596
AT1G23130,2.534,3.234,5.172,5.597,6.497,6.501,15.663
AT1G23140,1.087,0.582,0.588,0.978,0.484,0.454,0.363
AT1G23145,0,0,0,0,0,0,0
AT1G05793,0,0,0,0,0,0,0
AT1G23147,0,0,0,0,0,0,0
AT1G23150,2.2,2.993,2.104,3.236,5.876,13.113,20.051
AT1G23160,0.037,0.01,0.034,0,0,0.012,0
AT1G23170,2.349,1.93,1.484,1.369,1.131,0.898,0.612
AT1G23180,12.925,6.669,6.26,4.919,3.314,3.055,2.633
AT1G23190,57.611,66.037,58.825,52.481,40.921,41.135,37.778
AT1G23200,0.037,0.12,0.084,0.095,0.318,0.219,0.1
AT1G23201,0.634,0.09,0.046,0.092,0.141,0.124,0.184
AT1G23205,11.49,5.99,4.257,2.196,1.192,0.59,0.776
AT1G23210,0.237,0.049,0.119,0.037,0.04,0.114,0.177
AT1G23220,13.896,11.514,11.837,9.955,7.269,6.422,6.719
AT1G23230,7.622,7.085,7.486,7.372,8.399,8.564,8.675
AT1G23240,0,0,0,0,0,0,0
AT1G23250,0,0,0,0,0,0,0
AT1G23260,29.666,31.146,29.152,30.377,24.278,24.486,22.483
AT1G23270,0,0,0,0.038,0,0,0
AT1G23280,9.694,5.212,5.407,5.284,6.328,5.381,5.975
AT1G23290,0,0,0,0,0,0,0
AT1G23300,0.02,0,0,0,0,0.01,0
AT1G23310,382.865,305.8,351.017,295.305,173.851,127.249,108.237
AT1G23320,0,0,0,0,0,0,0
AT1G23330,6.427,13.303,10.837,11.947,7.985,9.748,7.668
AT1G23340,2.265,2.135,2.399,2.38,2.019,1.987,1.203
AT1G23350,0.174,0.132,0.138,0.118,0.126,0.094,0.065
AT1G23360,17.104,11.675,10.672,8.673,5.2,5.281,4.829
AT1G23380,11.682,11.587,11.046,12.415,12.938,12.463,11.117
AT1G05797,0,0,0,0,0,0,0
AT1G05803,0,0,0,0,0,0,0
AT1G05807,0,0,0,0,0,0,0
AT1G05813,0,0,0,0,0,0,0
AT1G23390,28.748,40.579,44.368,49.078,52.093,52.015,54.827
AT1G23400,19.384,15.605,16.29,14.905,13.581,12.588,12.375
AT1G23410,0,0,0,0,0,0,0
AT1G23420,0,0,0,0,0,0,0
AT1G05817,0,0,0,0,0,0,0
AT1G23440,26.605,32.607,30.37,30,25.34,28.774,28.636
AT1G23450,0.53,0.378,0.377,0.427,0.46,0.552,0.65
AT1G23460,5.547,6.614,5.722,6.021,6.736,6.162,4.576
AT1G23465,1.121,1.108,0.94,0.82,0.552,0.606,0.45
AT1G23470,1.683,1.209,1.603,1.397,1.083,0.987,0.866
AT1G23480,14.17,8.441,8.788,7.571,6.114,5.756,6.047
AT1G23490,203.874,163.223,139.056,151.701,124.191,132.455,114.739
AT1G23500,0,0,0,0,0.022,0,0
AT1G23510,0.199,0.171,0.136,0.156,0.298,0.148,0.188
AT1G23520,0.123,0.136,0.054,0,0.055,0.036,0
AT1G23530,4.918,6.536,5.897,5.536,3.808,3.55,3.836
AT1G23540,0.055,0.041,0.058,0.058,0.077,0.075,0.064
AT1G23550,2.225,1.948,1.657,2.087,2.551,1.913,2.457
AT1G23560,0.792,0.73,0.472,0.409,0.488,0.68,0.824
AT1G23570,0,0,0,0,0,0,0
AT1G23580,0.021,0.059,0.02,0,0.02,0.022,0
AT1G23590,0,0,0,0,0,0,0
AT1G23600,0,0,0,0,0,0,0
AT1G23610,0,0,0,0,0,0,0
AT1G05823,0,0,0,0,0,0,0
AT1G23620,0,0.018,0,0,0,0.018,0
AT1G23640,0,0,0,0,0,0,0
AT1G23645,0,0,0,0,0,0,0
AT1G23650,0,0,0,0,0,0,0
AT1G23660,0,0,0,0,0,0,0
AT1G23670,0,0,0,0,0,0,0
AT1G23680,0,0,0,0,0,0,0
AT1G23690,0,0,0,0,0,0,0
AT1G23700,0.011,0,0,0,0,0,0
AT1G23710,18.107,20.876,21.543,26.23,31.401,29.259,29.98
AT1G05827,0,0,0,0,0,0,0
AT1G23720,24.469,16.187,15.205,12.769,6.582,2.298,0.69
AT1G23730,0.473,0.615,1.175,1.106,1.006,1.213,1.406
AT1G23740,46.803,35.178,38.282,27.946,13.893,11.755,10.532
AT1G23750,9.582,8.747,7.656,5.93,2.851,2.131,1.437
AT1G23760,9.785,12.747,12.933,12.237,15.573,13.727,10.704
AT1G23770,0,0.082,0.082,0.144,0.148,0.092,0.06
AT1G23780,12.498,14.148,16.041,18.413,22.014,24.636,29.071
AT1G23790,1.705,1.093,0.85,0.544,0.388,0.294,0.284
AT1G23800,25.038,111.405,79.168,83.178,55.951,70.336,48.531
AT1G23810,0,0,0,0,0,0,0
AT1G23820,61.297,49.764,54.738,49.875,50.284,44.876,46.992
AT1G05833,0.7,0.206,0.47,0.403,0.16,0.239,0.394
AT1G23830,0,0,0,0,0,0,0
AT1G05837,0,0,0,0,0,0,0
AT1G23840,0.136,0.148,0.034,0.085,0.126,0.075,0.167
AT1G23850,1.857,1.888,1.78,1.621,1.535,2.458,2.704
AT1G23860,13.997,15.601,19.781,22.714,29.956,31.449,38.758
AT1G23870,57.916,79.194,78.905,79.835,88.094,86.412,98.013
AT1G23880,4.102,3.307,2.928,2.398,2.427,2.271,1.999
AT1G23890,7.306,6.446,6.716,6.524,5.212,5.093,5.404
AT1G23900,18.73,20.558,19.506,20.057,20.787,21.069,22.334
AT1G23910,0,0,0,0.1,0,0,0
AT1G23920,0,0,0,0,0,0,0
AT1G23915,0,0,0,0,0,0,0
AT1G23930,0,0.01,0,0,0,0,0
AT1G23935,0.663,0.564,0.36,0.358,0.26,0.224,0.238
AT1G23950,22.654,23.248,23.754,24.849,21.002,23.271,23.574
AT1G23960,34.935,44.142,46.511,47.809,48.79,52.261,51.23
AT1G23965,0.064,0.068,0.055,0.019,0.076,0.063,0.018
AT1G23970,8.37,9.784,8.928,8.214,6.197,7.12,6.986
AT1G23980,2.999,2.684,1.938,1.602,0.884,1.296,0.938
AT1G23985,0,0,0,0,0,0,0
AT1G05843,0,0.064,0.036,0.072,0,0,0
AT1G23995,0,0,0,0,0,0,0
AT1G05847,0,0,0,0,0,0,0
AT1G23990,0,0,0,0,0,0,0
AT1G24000,0.13,0,0.038,0,0,0,0
AT1G24010,0,0,0.034,0,0,0,0
AT1G24020,39.981,20.686,13.314,6.793,3.21,1.811,0.59
AT1G24030,2.47,3.631,3.406,4.094,3.958,3.185,2.096
AT1G24040,8.143,8.511,9.14,8.79,9.088,9.228,8.829
AT1G24050,50.816,43.695,48.082,43.885,43.451,40.63,41.207
AT1G24060,0,0,0,0,0,0,0
AT1G24062,0,0,0,0,0,0,0
AT1G24068,0,0,0,0,0,0,0
AT1G24070,0.588,0.378,0.511,0.444,0.264,0.108,0.016
AT1G24080,0,0,0,0,0,0,0
AT1G24090,1.425,0.406,0.266,0.358,0.363,0.274,0.356
