"GeneID","X60mins","X180mins","X360mins","X720mins","X1440mins","X2880mins"
"5769","AT1G07717",0,0.136,0,0,0,0
"5770","AT1G07723",0,0,0,0,0,0
"5771","AT1G51172",0,0,0,0,0,0
"5772","AT1G51175",0,0,0,0,0,0
"5773","AT1G51190",0,0,0,0,0,0
"5774","AT1G51200",91.727,110.942,118.655,111.932,140.643,130.652
"5775","AT1G51210",0,0,0,0,0,0
"5776","AT1G51220",0,0,0,0,0,0
"5777","AT1G51230",0,0,0,0,0,0
"5778","AT1G51240",0,0,0,0,0,0
"5779","AT1G51250",0,0.093,0,0,0,0
"5780","AT1G51260",0,0,0.021,0,0,0
"5781","AT1G51270",7.014,4.968,5.637,8.137,5.431,6.841
"5782","AT1G51290",0,0,0,0,0,0
"5783","AT1G51300",0,0,0,0,0,0
"5784","AT1G51310",9.931,7.535,6.131,7.743,9.386,9.756
"5785","AT1G51320",0,0,0,0,0,0
"5786","AT1G51330",0.06,0,0,0,0.054,0
"5787","AT1G51340",10.246,12.14,12.436,12.149,31.339,20.933
"5788","AT1G51350",9.047,9.206,7.992,11.984,12.143,12.938
"5789","AT1G51355",0.605,0.653,1.014,0.924,1.414,0.869
"5790","AT1G51360",8.2,10.437,11.999,14.61,11.968,9.139
"5791","AT1G51370",1.292,1.252,1.662,2.07,1.734,2.072
"5792","AT1G51380",0.714,0.744,1.081,0.788,0.766,0.597
"5793","AT1G51390",8.773,9.832,11.181,11.105,10.37,8.962
"5794","AT1G07733",0,0,0,0,0,0
"5795","AT1G51400",5.611,7.819,6.682,8.578,9.428,7.465
"5796","AT1G07737",0,0,0,0,0,0
"5797","AT1G51402",0,0,0,0,0,0
"5798","AT1G07743",5.514,5.513,3.441,2.537,2.488,2.462
"5799","AT1G51405",0.65,0.644,0.779,1.018,0.43,0.477
"5800","AT1G51410",0.024,0.051,0,0,0,0.025
"5801","AT1G51420",0.038,0,0,0.016,0,0.04
"5802","AT1G51430",8.425,26.2,35.947,20.425,15.643,11.883
"5803","AT1G51440",15.208,8.696,9.297,4.176,23.191,18.287
"5804","AT1G51450",5.255,3.366,4.409,4.575,5.192,5.59
"5805","AT1G51460",0.042,0.06,0.079,0.811,0.236,0.059
"5806","AT1G51470",0,0,0,0,0,0.019
"5807","AT1G51480",0,0,0,0,0,0
"5808","AT1G51490",0,0,0.018,0,0,0
"5809","AT1G51500",111.135,101.58,83.019,67.016,99.331,100.457
"5810","AT1G51510",29.005,39.228,49.595,48.288,24.798,26.395
"5811","AT1G51520",0.852,1.155,1.45,2.045,0.984,0.942
"5812","AT1G51530",0.086,0.091,0.046,0.073,0.105,0.031
"5813","AT1G51538",0.045,0.032,0.024,0.09,0.014,0.016
"5814","AT1G51540",6.914,6.162,5.744,7.522,4.59,4.873
"5815","AT1G51550",0.744,1.885,2.652,1.922,1.236,1.66
"5816","AT1G07753",0,0,0,0,0,0
"5817","AT1G51560",7.644,13.236,19.269,17.132,12.695,11.447
"5818","AT1G51570",22.029,24.508,22.734,34.393,21.694,28.103
"5819","AT1G51580",7.968,8.289,6.798,12.119,7.949,9.921
"5820","AT1G51590",11.161,12.245,14.311,19.444,9.588,10.824
"5821","AT1G07757",0,0,0,0.152,0,0
"5822","AT1G51600",8.824,9.479,9.387,9.497,7.401,8.169
"5823","AT1G51610",3.021,5.418,19.09,15.286,4.664,4.075
"5824","AT1G51620",2.627,1.984,0.82,2.009,0.517,0.122
"5825","AT1G51630",13.731,13.142,17.22,19.792,17.073,18.034
"5826","AT1G51645",0.158,0.144,0.176,0.514,0.113,0.104
"5827","AT1G51640",0,0,0,0,0,0
"5828","AT1G51650",119.435,154.585,146.002,137.864,181.721,116.27
"5829","AT1G51660",11.876,8.471,6.536,18.926,12.447,16.628
"5830","AT1G51670",0.338,0.362,0.066,0.228,0.472,0.381
"5831","AT1G51680",91.706,52.879,49.168,52.401,92.188,109.935
"5832","AT1G51690",13.621,14.808,17.57,17.273,17.547,19.172
"5833","AT1G07763",0,0,0,0.122,0,0
"5834","AT1G51700",35.004,43.957,31.531,38.127,54.596,52.446
"5835","AT1G51710",31.145,38.082,34.602,32.43,28.078,27.748
"5836","AT1G51720",9.416,12.295,14.07,13.328,11.092,11.486
"5837","AT1G51730",20.815,23.716,26.262,32.255,24.402,23.325
"5838","AT1G51740",8.267,6.973,6.527,7.229,6.181,6.433
"5839","AT1G51745",6.391,4.337,3.642,5.606,4.998,6.46
"5840","AT1G51750",0.106,0,0.014,0,0,0
"5841","AT1G51760",757.715,97.779,34.966,45.488,25.093,24.904
"5842","AT1G51770",0.609,0.145,0.022,0.04,0.064,0
"5843","AT1G51780",67.74,5.482,9.655,0.751,0.021,0
"5844","AT1G51790",0.679,0.192,0.766,1.022,0.095,0.356
"5845","AT1G51800",1.924,0.873,1.054,1.32,0.254,0.716
"5846","AT1G51802",0,0,0,0,0,0
"5847","AT1G51805",52.384,55.914,62.952,42.208,32.236,31.816
"5848","AT1G51810",0,0.014,0,0,0,0.013
"5849","AT1G07767",0,0,0,0,0,0
"5850","AT1G51820",6.229,3.16,1.127,0.57,0.186,0.32
"5851","AT1G51823",0,0,0,0,0,0
"5852","AT1G51830",0.027,0.071,0.023,0,0,0
"5853","AT1G51840",0,0,0,0,0,0
"5854","AT1G51850",0.196,0.037,0.15,0.168,0.097,0.148
"5855","AT1G51860",0.149,0.104,0.143,0.074,0.099,0.208
"5856","AT1G51870",0,0,0,0,0.01,0
"5857","AT1G51880",0,0,0,0,0,0
"5858","AT1G51890",0.203,0.485,1.169,0.73,0.868,0.562
"5859","AT1G51900",0,0,0,0,0,0
"5860","AT1G51910",0,0,0,0,0,0
"5861","AT1G51913",0,0,0,0,0,0
"5862","AT1G51915",0,0,0,0,0,0
"5863","AT1G51920",0,0.116,0,0.188,0.102,0
"5864","AT1G51930",0,0,0,0,0,0
"5865","AT1G51940",1.573,3.292,19.675,25.264,1.793,1.706
"5866","AT1G07773",0,0,0,0,0,0.112
"5867","AT1G51950",81.206,32.347,23.307,28.593,20.274,20.605
"5868","AT1G51960",0.055,0.177,0.122,0.144,0.181,0
"5869","AT1G51965",1.546,3.297,3.897,4.268,2.193,2.701
"5870","AT1G51970",0,0,0,0,0,0
"5871","AT1G51980",90.347,76.312,73.517,82.513,74.558,71.907
"5872","AT1G51990",0,0,0,0,0,0
"5873","AT1G52000",544.32,110.655,47.353,77.999,44.792,69.319
"5874","AT1G52010",0,0,0,0,0,0
"5875","AT1G52020",0,0,0,0,0,0
"5876","AT1G52030",31.889,24.497,7.244,5.316,0.516,1.328
"5877","AT1G52040",280.259,219.862,41.141,127.047,7.353,8.612
"5878","AT1G07777",0.135,0.146,0,0,0,0
"5879","AT1G52050",0,0,0,0,0,0
"5880","AT1G52060",0,0,0,0,0,0
"5881","AT1G52070",0,0,0,0,0,0
"5882","AT1G52080",4.033,4.985,3.96,2.577,4.613,4.403
"5883","AT1G52085",0,0,0,0,0,0
"5884","AT1G07783",0,0,0,0,0,0
"5885","AT1G52087",0,0,0,0,0,0
"5886","AT1G52090",0,0,0,0,0,0
"5887","AT1G52100",0,0,0.012,0,0,0
"5888","AT1G52110",0.018,0.019,0.115,0.324,0.099,0.342
"5889","AT1G52120",0,0,0,0,0,0.022
"5890","AT1G52130",0,0,0,0,0,0
"5891","AT1G52140",5.696,5.181,7.82,6.064,4.702,3.59
"5892","AT1G52150",6.246,9.005,12.281,11.653,8.183,10.465
"5893","AT1G52155",2.82,3.543,4.628,3.197,4.722,3.99
"5894","AT1G52160",2.947,2.466,2.531,3.579,2.471,2.797
"5895","AT1G52170",0,0,0,0,0,0
"5896","AT1G52180",0,0,0,0,0,0
"5897","AT1G07787",0,0,0,0,0,0
"5898","AT1G07793",0,0,0.071,0,0.071,0
"5899","AT1G52190",5.009,11.924,32.392,24.128,11.584,18.698
"5900","AT1G52191",0,0,0,0,0,0
"5901","AT1G52200",0.88,4.385,4.793,3.279,0.747,0.644
"5902","AT1G52210",0.008,0,0,0,0,0
"5903","AT1G52211",0,0.078,0,0,0,0
"5904","AT1G52220",209.068,395.24,455.21,282.44,308.368,244.943
"5905","AT1G52230",948.125,1712.199,1708.608,909.223,1664.005,1367.115
"5906","AT1G52240",0.445,2.202,1.671,0.412,1.926,1.282
"5907","AT1G52245",0.668,0.158,0.462,0.862,0.966,0.938
"5908","AT1G52260",9.401,6.992,5.626,7.62,4.625,5.103
"5909","AT1G52270",0.864,0.727,0.673,2.272,1.014,0.44
"5910","AT1G52280",29.168,24.648,24.311,21.993,14.834,14.703
"5911","AT1G52290",8.012,8.508,11.761,19.979,8.712,11.899
"5912","AT1G52300",203.043,205.89,127.175,177.304,255.193,176.504
"5913","AT1G52310",6.566,8.373,8.863,11.848,9.838,10.828
"5914","AT1G52315",0.751,1.422,1.836,1.18,1.618,1.2
"5915","AT1G52320",5.443,6.747,7.933,9.786,6.133,7.07
"5916","AT1G52325",0,0,0,0,0,0
"5917","AT1G52330",0.03,0.094,0.182,0.178,0.055,0.063
"5918","AT1G52340",12.994,20.701,17.078,10.079,20.36,20.964
"5919","AT1G07803",0,0,0,0,0,0
"5920","AT1G52342",14.442,29.406,24.994,10.343,77.219,52.43
"5921","AT1G52343",0,0.036,0.092,0.058,0.032,0
"5922","AT1G52347",3.149,5.667,6.838,5.93,6.241,5.97
"5923","AT1G52350",0,0,0,0,0,0
"5924","AT1G52360",23.166,17.133,21.154,28.529,16.804,20.332
"5925","AT1G52370",10.868,11.635,9.831,15.653,8.499,8.691
"5926","AT1G52380",16.22,8.279,8.262,11.024,7.742,8.608
"5927","AT1G52390",0.923,1.699,0.318,0,0.244,0
"5928","AT1G52400",907.14,985.548,271.036,265.746,49.367,42.477
"5929","AT1G52410",215.892,99.613,43.445,43.687,8.468,9.938
"5930","AT1G52415",0.06,0,0,0,0,0
"5931","AT1G52420",9.704,11.754,15.037,21.298,12.819,14.784
"5932","AT1G52430",0.072,0.01,0.085,0.06,0.041,0.086
"5933","AT1G52440",0,0,0,0,0,0.044
"5934","AT1G52450",0.23,0.061,0.239,0.414,0.168,0.302
"5935","AT1G52460",0,0,0,0,0,0
"5936","AT1G52470",0,0,0,0,0,0
"5937","AT1G52490",0,0,0,0,0,0
"5938","AT1G52495",0,0,0,0,0.059,0
"5939","AT1G52500",3.776,5.861,4.655,8.418,4.594,4.649
"5940","AT1G52510",82.088,83.929,73.141,57.855,88.286,86.601
"5941","AT1G07807",0.203,0.11,0,0.092,0.192,0.213
"5942","AT1G52520",3.462,3.203,3.27,3.072,2.915,3.72
"5943","AT1G52530",0.256,0.152,0.072,0.418,0.132,0.058
"5944","AT1G07813",0,0,0,0,0,0
"5945","AT1G52540",7.732,8.298,5.954,6.97,8.918,9.914
"5946","AT1G52550",8.046,10.556,6.797,4.688,14.177,13.186
"5947","AT1G52560",0.131,0.036,0.057,0,0.153,0.282
"5948","AT1G52565",17.587,5.91,2.458,1.271,15.282,12.218
"5949","AT1G52570",0.528,0.541,0.463,1.994,1.678,1.577
"5950","AT1G52580",0,0,0.026,0.029,0.06,0.034
"5951","AT1G07823",0,0,0,0.038,0,0.138
"5952","AT1G52590",52.195,44.032,42.945,81.719,78.513,71.572
"5953","AT1G52600",17.58,23.372,26.618,37.477,27.452,22.671
"5954","AT1G52603",0,0,0,0,0,0
"5955","AT1G07827",0,0,0,0,0,0
"5956","AT1G52610",0,0,0,0,0,0
"5957","AT1G07833",0,0,0,0,0.132,0
"5958","AT1G52615",0.023,0.024,0,0.02,0.064,0.05
"5959","AT1G52618",1.899,2.95,3.35,4.593,3.104,2.788
"5960","AT1G52620",1.396,1.258,1.448,2.145,1.384,1.647
"5961","AT1G52630",6.418,5.48,4.825,6.214,4.144,5.13
"5962","AT1G52640",0.216,0.064,0.302,0.409,0.368,0.19
"5963","AT1G52650",0.126,0.184,0.142,0.171,0.092,0.078
"5964","AT1G07837",0,0,0,0,0,0
"5965","AT1G52660",0,0,0,0,0,0
"5966","AT1G52670",22.308,20.053,22.802,33.55,25.705,24.685
"5967","AT1G52680",0,0,0,0,0,0
"5968","AT1G52690",1.622,1.016,0.036,0.326,0.246,3.823
"5969","AT1G52695",0,0,0,0,0,0
"5970","AT1G52696",0,0,0,0,0,0
"5971","AT1G52700",0.317,0.655,1.57,2.719,1.018,1.182
"5972","AT1G52710",11.17,3.874,5.434,8.316,3.051,3.506
"5973","AT1G52720",168.31,32.212,25.893,40.136,11.466,10.87
"5974","AT1G52730",22.367,18.327,15.662,15.834,16.268,16.171
"5975","AT1G52740",58.861,76.608,85.359,73.588,69.437,59.967
"5976","AT1G52750",0.43,0.125,0.717,0.82,0.231,0.37
"5977","AT1G52760",28.02,16.688,19.343,26.021,21.851,29.526
"5978","AT1G52770",2.49,0.185,0.432,9.817,1.393,0.864
"5979","AT1G52780",2.733,3.763,5.966,12.978,4.537,5.704
"5980","AT1G52790",0.036,0.04,0.36,0.34,0.308,0.04
"5981","AT1G52800",0.278,1.25,2.101,0.822,1.191,1.144
"5982","AT1G52810",0,0,0,0.035,0,0.041
"5983","AT1G52820",0.385,0.952,1.16,0.766,0.826,0.624
"5984","AT1G52825",5.459,8.478,12.306,7.179,8.987,6.942
"5985","AT1G52827",38.597,24.762,12.109,5.832,24.055,24.102
"5986","AT1G52830",5.672,1.116,2.179,1.43,1.085,0.476
"5987","AT1G52840",0,0,0,0,0,0
"5988","AT1G52850",0,0,0,0,0,0
"5989","AT1G52857",0.072,0,0,0,0.068,0
"5990","AT1G52855",13.569,13.053,9.37,1.994,12.089,9.037
"5991","AT1G52860",0,0,0,0,0,0
"5992","AT1G52870",125.219,166.087,217.493,142.63,205.297,292.49
"5993","AT1G52880",13.877,10.566,13.226,9.095,11.753,14.571
"5994","AT1G52890",97.288,20.869,23.164,30.099,3.785,4.505
"5995","AT1G07843",0,0,0,0,0,0
"5996","AT1G52900",0,0.05,0.129,0.08,0,0
"5997","AT1G52905",2.753,2.789,2.126,4.16,3.664,3.078
"5998","AT1G52910",1.699,1.87,2.327,1.724,2.131,1.194
"5999","AT1G07847",0,0,0,0,0,0
"6000","AT1G52920",0.178,0.599,0.716,0.776,0.544,0.494
"6001","AT1G52930",13.695,11.906,6.414,12.002,11.465,10.224
"6002","AT1G52940",0.027,0,0,0,0,0
"6003","AT1G52942",0,0,0,0,0,0
"6004","AT1G52950",0,0.021,0.034,0.018,0,0.022
"6005","AT1G52960",0,0,0,0,0,0
"6006","AT1G52970",0,0,0,0,0.054,0
"6007","AT1G52980",28.645,25.887,23.108,30.843,32.279,31.563
"6008","AT1G52990",0.524,0.773,0.52,0.466,1.108,0.918
"6009","AT1G53000",10.43,10.195,15.894,22.485,15.165,17.1
"6010","AT1G53010",0.063,0,0.052,0,0,0
"6011","AT1G53020",0,0.032,0,0.024,0.027,0
"6012","AT1G53023",0,0,0.029,0,0,0
"6013","AT1G53025",1.583,1.884,1.752,2.07,2.984,2.532
"6014","AT1G53030",9.812,18.198,24.703,19.111,23.015,16.166
"6015","AT1G53035",0.815,2.582,7.219,9.5,0.948,1.056
"6016","AT1G53040",4.665,7.596,9.35,14.883,5.45,4.579
"6017","AT1G53050",8.908,14.278,12.71,12.306,8.83,9.582
"6018","AT1G53060",1.21,1.528,1.872,1.703,1.184,0.873
"6019","AT1G53070",0.63,0.643,1.398,6.558,0.804,1.77
"6020","AT1G53080",0.033,0.14,0.13,0.414,0.12,0.067
"6021","AT1G53090",18.288,17.752,11.43,11.281,28.017,28.262
"6022","AT1G53100",0.022,0.045,0.468,0.841,0.039,0.092
"6023","AT1G07853",0,0,0,0,0,0
"6024","AT1G53110",3.234,2.982,4.736,4.679,1.477,1.888
"6025","AT1G53120",13.797,16.076,18.1,18.059,19.813,16.84
"6026","AT1G53130",0.042,0,0.039,0,0,0
"6027","AT1G07857",0,0,0,0,0,0
"6028","AT1G07863",0,0,0,0,0,0
"6029","AT1G53140",0.597,0.598,0.597,0.94,0.52,0.613
"6030","AT1G53160",6.32,7.098,19.524,7.361,17.129,13.883
"6031","AT1G53163",0.115,0.304,0.593,0.371,0.453,0.37
"6032","AT1G53165",8.215,8.812,10.321,11.927,7.344,8.688
"6033","AT1G07873",0,0,0,0,0.094,0
"6034","AT1G53170",46.311,26.515,12.723,27.355,38.566,38.443
"6035","AT1G53180",0.064,0.276,0.111,0.093,0.04,0.047
"6036","AT1G53190",11.21,12.221,10.565,10.813,12.585,13.663
"6037","AT1G53200",2.24,1.897,2.273,3.008,2.792,2.471
"6038","AT1G53210",189.762,134.075,123.958,162.452,92.188,89.814
"6039","AT1G53220",0,0,0.374,0,0,0
"6040","AT1G53230",0.376,0.358,0.365,1.707,0.312,0.296
"6041","AT1G53233",0.142,0.096,0.368,0.928,0.265,0.283
"6042","AT1G53240",183.861,155.528,167.586,185.035,194.773,177.137
"6043","AT1G53250",1.942,3.378,4.033,4.967,3.549,3.277
"6044","AT1G53260",0.098,0.079,0.102,0.064,0.159,0.101
"6045","AT1G53265",0,0,0,0,0,0
"6046","AT1G53270",0.187,0.04,0.272,0.358,0.522,1.856
"6047","AT1G53280",49.151,33.35,27.775,76.073,47.837,55.12
"6048","AT1G53282",0,0,0,0,0,0
"6049","AT1G53285",0,0,0,0,0,0
"6050","AT1G53290",6.249,7.145,6.969,8.032,6.281,6.572
"6051","AT1G53300",26.429,14.968,15.28,18.526,19.093,18.305
"6052","AT1G53310",29.155,27.631,35.036,48.252,27.778,25.62
"6053","AT1G53320",19.493,18.848,27.632,21.692,7.543,9.445
"6054","AT1G53325",0,0,0,0,0,0
"6055","AT1G53330",0.203,0.229,0.296,0.658,0.2,0.14
"6056","AT1G53340",0.016,0.016,0.037,0.116,0.028,0
"6057","AT1G53345",0.234,0.386,0.573,1.062,0.336,0.52
"6058","AT1G53350",2.681,5.053,6.47,8.77,3.476,3.681
"6059","AT1G53360",0.03,0.032,0.024,0,0.028,0
"6060","AT1G53366",0,0,0,0,0,0.258
"6061","AT1G53370",0,0.033,0,0.026,0.056,0
"6062","AT1G53380",6.638,7.431,5.926,8.282,7.424,7.267
"6063","AT1G53390",6.059,7.588,8.409,12.107,5.248,6.768
"6064","AT1G53400",15.027,27.575,27.255,16.133,14.212,12.982
"6065","AT1G07877",0.232,0.434,0.403,0.396,0.162,0.128
"6066","AT1G53410",7.198,6.12,9.729,7.96,3.553,3.622
"6067","AT1G53420",0,0,0,0,0,0
"6068","AT1G53430",16.689,10.482,12.111,14.268,6.159,6.013
"6069","AT1G53440",5.145,7.425,10.27,15.98,3.446,4.268
"6070","AT1G53450",2.093,5.349,7.401,8.146,5.265,4.997
"6071","AT1G53460",9.073,7.361,6.461,6.251,6.902,7.082
"6072","AT1G53470",9.243,8.416,3.33,1.291,1.84,1.332
"6073","AT1G07883",0,0,0,0,0,0
"6074","AT1G53480",0,0,0,0,0,0
"6075","AT1G07887",0,0,0,0,0,0
"6076","AT1G53490",0.464,0.538,0.331,0.616,0.327,0.528
"6077","AT1G53500",15.436,9.896,8.404,8.797,10.705,10.591
"6078","AT1G07893",0,0,0,0,0,0
"6079","AT1G53510",28.053,21.803,23.794,31.358,24.34,27.688
"6080","AT1G53520",22.462,17.701,14.204,19.3,21.276,15.566
"6081","AT1G53530",6.653,5.414,4.611,6.284,6.353,5.778
"6082","AT1G53540",1.391,3.667,2.03,0.758,0.072,0.24
"6083","AT1G53541",0,0,0,0,0,0
"6084","AT1G07897",1.154,1.712,1.014,1.401,2.131,1.202
"6085","AT1G53542",1.855,1.188,0.644,1.576,2.578,2.346
"6086","AT1G07903",0,0,0,0,0,0
"6087","AT1G07907",0,0,0,0,0,0
"6088","AT1G53550",0.028,0.06,0,0,0.052,0
"6089","AT1G53560",65.032,57.538,33.019,29.451,37.539,39.411
"6090","AT1G53570",29.785,17.032,18.005,21.425,16.321,18.815
"6091","AT1G53580",63.352,89.871,55.716,28.459,31.399,34.004
"6092","AT1G53590",5.684,9.687,9.433,7.066,6.232,6.552
"6093","AT1G53600",0.22,0.184,0.355,0.667,0.318,0.302
"6094","AT1G07913",0,0,0,0,0,0
"6095","AT1G53610",0,0,0,0,0,0
"6096","AT1G07917",0,0,0,0,0,0
"6097","AT1G53620",0,0,0,0.162,0.234,0
"6098","AT1G53625",0.681,2.062,2.255,1.155,0.918,0.219
"6099","AT1G53630",0.03,0.066,0,0.026,0.029,0
"6100","AT1G53633",2.97,4.902,1.716,1.312,0.638,0.247
"6101","AT1G07923",0,0,0,0,0,0
"6102","AT1G07927",0,0,0,0,0,0
"6103","AT1G53635",0,0,0,0.056,0,0
"6104","AT1G53640",0.036,0,0,0,0,0.074
"6105","AT1G53645",9.52,7.098,5.221,9.25,8.04,8.111
"6106","AT1G53650",4.515,6.063,8.219,7.292,4.776,5.475
"6107","AT1G53655",0,0.088,0,0,0.077,0
"6108","AT1G53660",0.02,0.021,0,0.018,0.074,0
"6109","AT1G53670",120.966,132.785,110.956,80.302,169.123,146.282
"6110","AT1G53680",3.873,2.367,1.959,1.517,8.069,5.617
"6111","AT1G53690",2.589,1.876,3.622,1.085,4.373,2.898
"6112","AT1G53700",2.343,2.453,0.971,0.732,0.723,0.8
"6113","AT1G53705",0,0,0,0,0,0
"6114","AT1G53708",0,0,0,0,0,0
"6115","AT1G07933",0,0,0,0,0,0
"6116","AT1G53710",3.415,4.524,6.381,11.54,3.291,3.669
"6117","AT1G53720",4.529,6.12,6.758,8.095,5.495,6.259
"6118","AT1G53730",8.971,10.341,10.388,15.134,8.513,9.582
"6119","AT1G53750",79.825,91.963,75.791,75.385,74.98,72.13
"6120","AT1G53760",6.844,8.854,6.468,8.386,5.328,4.027
"6121","AT1G53770",4.112,4.865,5.064,5.828,3.933,4.058
"6122","AT1G53780",16.512,25.855,35.056,39.065,18.839,20.868
"6123","AT1G53790",0.564,0.699,0.739,0.838,0.723,0.774
"6124","AT1G53800",4.372,6.165,14.435,19.518,11.54,12.131
"6125","AT1G53801",0,0,0,0,0,0
"6126","AT1G53810",0,0,0,0.006,0,0
"6127","AT1G53815",0,0,0,0,0,0
"6128","AT1G53820",0.038,0.04,0,0,0,0
"6129","AT1G07937",0,0,0,0,0,0
"6130","AT1G53830",1.474,0.705,1.185,0.748,0.642,1.357
"6131","AT1G53840",81.413,51.061,59.335,69.609,44.609,49.844
"6132","AT1G53850",20.86,36.51,32.252,29.404,25.854,22.085
"6133","AT1G53860",0,0.192,0.118,0.122,0.112,0
"6134","AT1G53870",0,0,0,0,0,0
"6135","AT1G53875",0,0,0,0,0,0
"6136","AT1G53880",0,0,0,0,0,0
"6137","AT1G53885",0,0,0,0,0,0
"6138","AT1G53887",0,0.136,0.911,0.256,0.118,0
"6139","AT1G53890",0,0,0,0,0,0
"6140","AT1G53900",0,0,0,0,0,0
"6141","AT1G53903",0,0,0,0,0,0
"6142","AT1G53910",33.9,59.534,53.008,46.721,25.213,22.989
"6143","AT1G53920",6.879,10.184,4.535,5.002,1.572,1.507
"6144","AT1G53930",0,0,0,0,0,0
"6145","AT1G53935",0,0,0.042,0,0,0.047
"6146","AT1G53940",0,0,0,0,0,0
"6147","AT1G53945",0,0,0,0,0,0
"6148","AT1G53950",0,0,0,0,0,0
"6149","AT1G53970",0,0,0,0,0,0
"6150","AT1G53980",0,0,0,0,0,0
"6151","AT1G53990",0,0,0,0,0,0
"6152","AT1G54000",0.36,0.084,0,0.016,0.074,0.062
"6153","AT1G54010",22.506,20.79,3.689,1.432,0.165,0.048
"6154","AT1G54020",25.853,1.871,2.24,0.828,0.04,0.137
"6155","AT1G54030",46.013,42.254,25.843,28.991,16.757,17.29
"6156","AT1G54035",0.063,0.068,0,0,0.06,0
"6157","AT1G54040",46.002,60.321,52.823,50.139,21.97,30.334
"6158","AT1G54050",14.214,7.159,6.02,5.514,14.448,11.707
"6159","AT1G54060",16.579,13.75,12.492,12.461,14.436,14.722
"6160","AT1G54070",0.048,0.05,0.044,0.08,0,0.1
"6161","AT1G54080",37.303,44.364,53.599,57.909,43.803,43.995
"6162","AT1G54090",10.267,9.858,10.477,13.777,7.033,8.12
"6163","AT1G54095",0.492,0.234,0.143,0.024,0.05,0
"6164","AT1G54100",88.382,108.775,49.106,39.438,23.034,28.746
"6165","AT1G54110",6.06,7.475,7.928,5.021,11.569,9.734
"6166","AT1G54115",7.9,8.257,9.223,10.989,6.276,7.439
"6167","AT1G54120",2.604,4.004,1.788,1.765,3.119,3.534
"6168","AT1G54130",37.096,28.656,38.91,26.26,17.818,22.569
"6169","AT1G54140",7.123,7.017,7.858,8.143,7.224,7.504
"6170","AT1G54150",9.073,9.221,9.479,10.907,7.447,7.445
"6171","AT1G54160",0.49,0.883,1.712,1.911,1.509,1.357
"6172","AT1G07943",0.085,0.094,0,0.076,0.08,0.096
"6173","AT1G54170",9.543,9.501,10.854,12.108,9.331,8.755
"6174","AT1G07947",0,0,0,0,0,0
"6175","AT1G54180",0.564,1.258,1.676,1.826,1.286,1.492
"6176","AT1G54200",2.188,2.7,2.83,1.801,1.486,2.894
"6177","AT1G54210",6.298,13.11,17.032,10.961,13.127,11.13
"6178","AT1G54215",0.041,0.086,0.205,0.106,0,0.042
"6179","AT1G54217",0.179,0.416,1.347,1.01,0.313,0.362
"6180","AT1G54220",13.572,13.242,11.781,16.622,16.67,14.959
"6181","AT1G54230",0,0,0,0,0,0
"6182","AT1G54240",0,0,0.026,0,0,0
"6183","AT1G54250",3.78,6.083,7.343,10.902,7.454,5.351
"6184","AT1G54260",20.534,11.563,10.799,14.951,11.875,12.968
"6185","AT1G54270",68.347,51.823,46.068,63.73,59.469,61.635
"6186","AT1G07957",1.156,2.518,1.309,0.982,0.362,0.808
"6187","AT1G54280",0.083,0.08,0.058,0.006,0.014,0.016
"6188","AT1G54290",36.112,48.813,29.067,24.742,33.912,29.485
"6189","AT1G54300",0,0,0,0,0,0
"6190","AT1G54310",7.51,8.181,7.809,10.883,9.105,9.187
"6191","AT1G54320",30.045,28.075,32.673,43.629,28.425,28.166
"6192","AT1G07963",0.184,0.398,0.498,0.156,0,0
"6193","AT1G54330",0.291,0.188,0.34,0.528,0.326,0.403
"6194","AT1G54340",13.91,15.038,21.656,23.193,18.077,19.312
"6195","AT1G54350",26.754,29.765,35.227,45.224,34.848,40.975
"6196","AT1G54355",0.282,1.185,1.328,1.634,0.854,0.835
"6197","AT1G54360",13.345,14.032,18.831,30.807,16.012,17.005
"6198","AT1G54370",12.2,15.101,22.037,30.011,17.39,17.657
"6199","AT1G07967",0,0.12,0,0.093,0.206,0
"6200","AT1G54380",5.539,4.813,4.618,8.839,4.876,4.828
"6201","AT1G54385",0.565,0.525,0.75,0.875,0.8,0.642
"6202","AT1G54390",7.228,9.78,12.069,12.992,9.941,8.748
"6203","AT1G54400",0.47,0.202,0.407,0.203,0.265,0
"6204","AT1G54410",601.188,855.5,1943.001,1981.848,1537.304,900.359
"6205","AT1G54420",0,0,0,0,0,0
"6206","AT1G54430",0,0,0,0,0,0
"6207","AT1G07973",0,0,0,0,0,0
"6208","AT1G54440",3.104,4.905,6.776,9.816,6.004,6.57
"6209","AT1G54445",0,0,0,0,0,0
"6210","AT1G54450",0.562,0.93,0.926,1.424,1.057,0.828
"6211","AT1G54460",13.526,15.724,13.979,18.13,14.706,14.307
"6212","AT1G54470",0.032,0.017,0.028,0.028,0.014,0.034
"6213","AT1G54475",0,0,0.044,0.048,0.05,0
"6214","AT1G54490",11.998,13.03,14.814,17.481,10.422,12.395
"6215","AT1G54500",107.63,138.234,151.333,204.462,204.695,181.394
"6216","AT1G54510",0.71,1.313,2.62,2.143,1.12,1.445
"6217","AT1G54520",67.251,76.738,88.575,101.2,71.391,76.704
"6218","AT1G54530",0.641,1.01,1.127,0.764,1.074,0.64
"6219","AT1G54540",0.389,0.27,0.706,1.172,3.156,8.474
"6220","AT1G54550",0,0,0,0,0,0
