"GeneID","X60mins","X180mins","X360mins","X720mins","X1440mins","X2880mins"
"2356","AT1G19190",0.418,0.318,1.057,0.61,0.637,0.739
"2357","AT1G19200",1.345,1.839,1.737,1.04,1.219,0.76
"2358","AT1G19210",12.084,5.718,7.073,21.256,11.371,3.616
"2359","AT1G19220",1.87,2.733,4.079,2.654,1.759,2.241
"2360","AT1G05477",0,0,0,0,0,0
"2361","AT1G05483",0,0,0,0,0,0
"2362","AT1G05487",0,0,0,0,0,0
"2363","AT1G19230",0.113,0.033,0.075,0.062,0.038,0.534
"2364","AT1G19240",4.505,4.857,5.223,8.103,6.344,4.556
"2365","AT1G19250",0,0.134,0.029,0.168,0.067,0.037
"2366","AT1G19260",0,0,0,0,0,0
"2367","AT1G19270",6.701,8.287,10.916,11.86,6.252,6.482
"2368","AT1G19290",1.737,1.985,2.288,3.694,1.837,2.444
"2369","AT1G05493",0,0,0,0,0,0
"2370","AT1G05497",0,0,0,0,0.067,0
"2371","AT1G19300",38.573,5.641,4.46,15.847,4.561,5.148
"2372","AT1G19310",10.886,9.776,18.812,15.712,2.229,3.024
"2373","AT1G19320",0.278,2.08,0.166,0.137,0,0
"2374","AT1G19330",2.989,10.149,8.983,14.413,8.389,7.61
"2375","AT1G19340",0.511,2.95,2.577,4.005,1.793,1.382
"2376","AT1G19350",55.108,89.757,40.124,75.053,58.156,76.935
"2377","AT1G19360",5.623,6.681,7.841,9.442,5.492,6.013
"2378","AT1G19370",2.059,2.429,8.271,9.742,2.343,3.868
"2379","AT1G19373",0,0,0.788,0.402,0.845,1.436
"2380","AT1G19376",0.39,0.846,0.318,0.351,0,0
"2381","AT1G19380",96.234,33.849,18.916,62.01,31.722,20.212
"2382","AT1G19390",0.014,0,0,0,0,0
"2383","AT1G19392",0,0,0,0,0,0
"2384","AT1G19394",1.936,2.474,3.78,2.197,1.239,1.044
"2385","AT1G19396",1.362,2.974,4.549,4.157,1.808,2.184
"2386","AT1G19397",0.801,2.618,3.516,3.709,1.939,1.17
"2387","AT1G19400",21.598,30.948,36.337,22.274,47.918,52.621
"2388","AT1G19410",0,0,0,0.022,0,0.029
"2389","AT1G19415",0.057,0.244,0.202,0.072,0.186,0.271
"2390","AT1G19420",0.163,0.202,0.33,0.292,0.27,0.296
"2391","AT1G19430",4.975,7.515,10.113,9.901,7.812,7.517
"2392","AT1G19440",21.379,9.52,10.27,13.966,12.354,13.946
"2393","AT1G19450",208.377,131.071,82.767,13.288,102.585,118.226
"2394","AT1G19460",0.028,0,0,0,0,0
"2395","AT1G19470",0,0,0,0.046,0,0.028
"2396","AT1G19480",3.003,2.934,3.077,2.887,2.619,2.545
"2397","AT1G19485",7.594,10.37,10.311,11.439,9.679,10.186
"2398","AT1G19490",10.739,5.116,2.105,1.11,24.145,24.593
"2399","AT1G19500",0.052,0,0.041,0,0.425,0.44
"2400","AT1G19510",3.645,13.582,16.377,15.344,14.768,15.954
"2401","AT1G19520",5.922,5.545,5.014,8.111,7.077,7.075
"2402","AT1G19530",0,0,0,0,0,0
"2403","AT1G19540",0.744,0.388,0.444,0.142,0.107,0.283
"2404","AT1G19550",0,0,0,0,0,0
"2405","AT1G19560",0.284,0.572,0.706,0.444,0.444,0.323
"2406","AT1G19565",6.602,2.386,1.407,0.413,0.198,0.235
"2407","AT1G19570",1857.079,1771.666,1130.753,634.202,245.994,269.194
"2408","AT1G19580",58.706,25.389,21.923,22.154,19.32,18.714
"2409","AT1G19600",17.48,18.602,17.947,21.564,19.365,17.599
"2410","AT1G19610",1.312,2.136,10.237,4.374,6.281,6.272
"2411","AT1G19630",0.308,0.192,0.374,0.453,0.353,0.55
"2412","AT1G19620",0,0,0,0,0,0
"2413","AT1G19640",147.315,80.883,10.282,8.332,35.505,38.261
"2414","AT1G19650",40.16,31.367,22.145,12.922,26.453,23.896
"2415","AT1G19660",76.422,134.642,220.993,157.822,105.051,126.522
"2416","AT1G19670",917.063,124.179,114.742,112.561,58.998,80.868
"2417","AT1G19680",31.759,10.973,11.717,14.18,11.688,13.539
"2418","AT1G19690",6.472,7.794,10.271,13.582,8.864,8.005
"2419","AT1G19700",27.626,20.916,15.002,10.944,53.669,50.909
"2420","AT1G05507",0,0,0,0,0,0
"2421","AT1G19710",6.718,7.495,6.828,9.686,9.555,8.505
"2422","AT1G19715",66.96,55.048,71.171,65.745,91.709,100.001
"2423","AT1G19720",27.106,33.864,40.683,36.054,30.777,37.424
"2424","AT1G19730",11.71,25.606,23.424,12.886,17.997,16.126
"2425","AT1G19740",29.414,77.622,117.549,75.222,59.648,59.158
"2426","AT1G19750",0.176,0.245,0.179,0.438,0.506,0.34
"2427","AT1G19770",31.218,50.359,76.366,139.227,54.682,38.275
"2428","AT1G19780",0.013,0.014,0.056,0.055,0.024,0.014
"2429","AT1G19790",0,0.02,0.016,0.033,0.018,0.06
"2430","AT1G19800",15.564,19.334,19.302,20.219,20.758,18.258
"2431","AT1G19810",0,0,0,0,0,0
"2432","AT1G19830",0.041,0.178,0.266,0.208,0.848,0.317
"2433","AT1G19835",18.986,17.206,21.617,28.866,25.892,26.711
"2434","AT1G19840",1.465,0.781,0.974,0.816,5.277,4.511
"2435","AT1G19850",5.098,4.79,5.773,7.263,2.999,3.3
"2436","AT1G19860",9.457,7.771,7.464,8.055,9.428,10.113
"2437","AT1G19870",14.771,14.121,14.884,17.575,14.806,15.591
"2438","AT1G19880",19.954,16.985,16.854,21.429,15.732,19.779
"2439","AT1G19890",0,0,0,0,0,0
"2440","AT1G19900",0,0,0,0,0,0
"2441","AT1G19910",109.631,126.424,119.883,105.156,97.364,94.201
"2442","AT1G19920",79.028,75.243,65.782,88.077,106.256,99.888
"2443","AT1G19930",0,0,0,0,0,0
"2444","AT1G19940",1.198,0.541,0.581,0.79,0.93,0.868
"2445","AT1G19950",3.385,6.285,4.145,6.354,5.864,6.453
"2446","AT1G19960",1.077,7.582,65.136,142.788,19.422,20.024
"2447","AT1G19968",0.521,0.203,0.98,0.248,0.487,0.206
"2448","AT1G19970",12.144,10.217,5.53,6.691,14.375,10.021
"2449","AT1G19980",2.473,2.979,2.995,2.773,3.466,3.054
"2450","AT1G19990",3.609,5.447,4.489,4.716,5.502,4.534
"2451","AT1G20000",0,0,0,0,0,0
"2452","AT1G20010",3.325,20.237,100.57,60.914,10.955,13.258
"2453","AT1G20015",0.394,0.41,1.346,0.667,0.36,0
"2454","AT1G05517",0,0.132,0.212,0,0.34,0
"2455","AT1G20020",316.772,368.789,905.267,1050.642,382.546,309.212
"2456","AT1G20030",4.3,2.141,18.996,0.962,0.888,0.689
"2457","AT1G20040",0,0,0,0,0,0
"2458","AT1G20050",21.538,25.759,33.715,43.772,26.54,23.729
"2459","AT1G20060",0.482,0.29,0.512,1.02,0.532,0.543
"2460","AT1G20065",0.122,0.154,0.087,0.042,0.067,0.025
"2461","AT1G05523",0,0,0,0,0,0
"2462","AT1G20070",0,0,0,0,0,0
"2463","AT1G05527",0.076,0.414,0.548,0.133,1.002,0.24
"2464","AT1G05533",0.663,0.177,0,0,0.303,0
"2465","AT1G20080",0.03,0.133,0.092,0.148,0.13,0.115
"2466","AT1G20090",30.287,16.338,25.065,32.956,29.853,27.296
"2467","AT1G20100",26.523,24.782,24.662,36.922,31.914,24.977
"2468","AT1G20110",34.888,25.383,26.3,33.818,19.294,23.604
"2469","AT1G20120",1.116,1.945,2.267,1.273,2.611,1.686
"2470","AT1G20130",0.087,0.113,0.03,0.016,0.05,0.076
"2471","AT1G20132",0,0,0,0,0,0
"2472","AT1G20135",0,0,0,0,0,0
"2473","AT1G20140",3.704,5.168,3.58,4.676,3.601,3.769
"2474","AT1G20150",0.128,0.03,0.012,0.037,0.053,0.063
"2475","AT1G20160",14.152,29.224,25.475,21.709,13.733,12.178
"2476","AT1G20170",0,0,0,0,0,0
"2477","AT1G20180",0,0.024,0,0,0.021,0.072
"2478","AT1G20190",2.357,9.248,37.816,17.299,26.959,23.614
"2479","AT1G20200",19.822,24.95,23.066,23.944,20.117,22.928
"2480","AT1G20210",0,0,0,0,0,0
"2481","AT1G20220",27.646,27.526,20.813,26.816,32.806,31.605
"2482","AT1G20225",22.093,31.438,33.534,29.148,35.569,30.105
"2483","AT1G20230",0.612,0.479,0.592,1.066,0.578,0.806
"2484","AT1G20240",0,0,0,0,0,0
"2485","AT1G20250",0,0,0,0,0,0
"2486","AT1G20260",78.876,86.139,108.113,117.381,69.058,73.284
"2487","AT1G20270",19.563,10.552,12.258,12.09,9.42,8.901
"2488","AT1G20280",0,0.06,0,0,0,0
"2489","AT1G20290",0,0,0,0,0,0
"2490","AT1G20300",2.721,3.352,2.754,3.93,3.351,3.811
"2491","AT1G20310",3.644,1.106,0.936,3.375,1.679,1.707
"2492","AT1G20320",0.028,0.03,0,0,0,0
"2493","AT1G20330",82.924,60.121,44.413,52.456,55.996,69.652
"2494","AT1G20340",2269.248,2647.75,2154.448,2258.752,2813.23,2472.376
"2495","AT1G20350",3.282,2.516,3.843,1.08,1.224,1.922
"2496","AT1G05537",0,0,0,0,0,0
"2497","AT1G20360",0,0,0,0,0,0
"2498","AT1G05543",0,0,0,0,0,0
"2499","AT1G05547",0,0,0,0,0,0
"2500","AT1G20370",5.684,5.136,5.027,7.43,5.357,5.538
"2501","AT1G20380",1.771,3.731,3.181,3.623,1.417,1.292
"2502","AT1G20390",1.302,0.955,1.138,1.455,0.995,0.8
"2503","AT1G20400",0.019,0.02,0.016,0,0.018,0
"2504","AT1G20405",0,0,0,0,0,0
"2505","AT1G20410",3.41,4.358,4.643,8.367,3.844,3.873
"2506","AT1G20420",0,0,0,0,0,0
"2507","AT1G20430",10.075,10.474,15.462,17.906,13.91,11.408
"2508","AT1G20440",567.476,356.709,145.625,147.899,49.671,59.393
"2509","AT1G20450",1296.486,342.327,178.51,222.817,172.608,153.755
"2510","AT1G20460",4.817,4.691,4.947,4.59,3.64,5.393
"2511","AT1G05553",0,0,0,0,0,0
"2512","AT1G05557",0,0,0,0,0,0.058
"2513","AT1G20470",0.79,2.898,1.51,0.436,3.622,2.379
"2514","AT1G20480",0.609,1.554,1.228,0.73,0.7,0.711
"2515","AT1G20490",3.248,2.146,2.797,4.24,1.69,2.583
"2516","AT1G20500",0.04,0,0.08,0.016,0.018,0
"2517","AT1G20510",152.982,35.171,55.798,100.062,44.355,20.849
"2518","AT1G20515",0.43,0.216,0.342,0.583,0.236,0.193
"2519","AT1G20520",0,0,0,0,0,0
"2520","AT1G20530",0.443,0.308,0.307,0.82,0.268,0.128
"2521","AT1G20540",11.343,14.659,18.605,21.168,15.233,14.626
"2522","AT1G20550",0.785,1.624,1.802,1.499,1.122,1.494
"2523","AT1G20560",9.672,17.573,18.857,17.271,10.618,13.415
"2524","AT1G20570",0.066,0.138,0.267,0.388,0.221,0.162
"2525","AT1G20575",13.55,17.752,16.607,15.584,11.305,11.238
"2526","AT1G20580",23.972,29.822,27.832,35.268,32.903,27.129
"2527","AT1G20590",0,0,0,0,0,0
"2528","AT1G20600",0,0,0,0,0,0
"2529","AT1G20610",1.009,0.514,1.022,1.044,0.922,1.111
"2530","AT1G20620",37.093,98.311,631.741,642.496,59.139,98.823
"2531","AT1G20630",9.229,24.954,62.799,42.025,12.913,10.4
"2532","AT1G20640",3.817,6.756,8.502,6.07,5.418,8.55
"2533","AT1G20650",11.505,20.625,19.407,8.338,20.66,21.823
"2534","AT1G20657",0.027,0,0,0,0.073,0.029
"2535","AT1G20670",8.677,8.269,7.381,8.568,7.312,7.487
"2536","AT1G20680",0.266,0.28,0.141,0.172,0.218,0.155
"2537","AT1G20683",0,0,0,0,0,0
"2538","AT1G20687",0,0,0,0,0,0
"2539","AT1G20691",0,0.016,0.036,0,0.014,0
"2540","AT1G20690",0,0,0,0,0,0
"2541","AT1G05563",0,0,0,0,0,0
"2542","AT1G20693",24.581,89.45,254.395,222.139,59.333,44.368
"2543","AT1G20696",31.948,59.79,107.862,107.817,48.855,42.726
"2544","AT1G20700",0.022,0.025,0.018,0.16,0.022,0.024
"2545","AT1G20710",0,0,0,0,0,0
"2546","AT1G20720",0.603,0.226,0.488,1.622,0.983,0.808
"2547","AT1G20730",0,0,0,0,0,0
"2548","AT1G20735",0,0,0,0,0.081,0
"2549","AT1G05567",0,0,0,0,0,0
"2550","AT1G20740",0.394,0.832,0.178,0.027,0.06,0
"2551","AT1G20750",0.01,0,0,0,0,0
"2552","AT1G20760",13.484,11.226,12.951,15.631,8.953,11.806
"2553","AT1G20770",16.22,17.081,18.474,23.03,13.785,13.458
"2554","AT1G20780",6.965,6.113,5.85,13.218,4.472,6.432
"2555","AT1G20790",0,0,0,0,0,0
"2556","AT1G05583",0,0,0,0,0,0
"2557","AT1G05587",0,0,0,0,0,0
"2558","AT1G05593",0,0,0,0,0,0
"2559","AT1G05597",0,0,0,0,0,0
"2560","AT1G05603",0,0,0,0,0,0
"2561","AT1G20795",0,0.059,0,0,0,0
"2562","AT1G20800",0,0,0,0,0,0
"2563","AT1G20803",0,0,0,0,0,0.064
"2564","AT1G20810",55.245,62.478,60.669,60.293,67.435,60.593
"2565","AT1G20816",13.976,10.636,11.788,5.002,15.904,11.653
"2566","AT1G20823",34.221,21.269,17.375,28.58,57.724,57.706
"2567","AT1G20820",0,0,0,0,0,0
"2568","AT1G20830",11.721,13.421,14.252,16.542,16.136,16.764
"2569","AT1G20840",1.532,4.572,7.547,19.241,2.231,2.412
"2570","AT1G05607",0,0,0,0,0,0
"2571","AT1G20850",23.615,29.255,25.253,39.913,32.62,15.589
"2572","AT1G20860",0,0,0,0,0,0.039
"2573","AT1G20870",1.1,1.05,0.831,0.948,3.016,2.325
"2574","AT1G20875",0,0,0,0,0,0
"2575","AT1G20880",4.386,6.388,6.372,6.357,6.343,5.948
"2576","AT1G20890",3.383,5.714,6.636,5.939,9.082,6.612
"2577","AT1G20900",0,0.048,0,0.019,0,0
"2578","AT1G20910",4.139,4.47,5.787,6.348,6.227,6.652
"2579","AT1G20920",11.424,12.677,17.46,20.784,12.908,13.151
"2580","AT1G20923",0,0,0,0,0,0
"2581","AT1G20925",0.024,0.05,0.022,0.04,0.064,0
"2582","AT1G20930",2.3,2.301,3.221,3.64,3.534,2.622
"2583","AT1G20940",0.027,0,0,0,0,0
"2584","AT1G20950",13.287,9.739,13.106,21.096,24.038,23.952
"2585","AT1G20960",17.347,14.79,16.049,25.218,16.488,21.731
"2586","AT1G20970",21.764,17.9,14.965,16.289,11.107,12.807
"2587","AT1G20980",18.482,15.719,19.696,24.544,14.483,17.477
"2588","AT1G20990",0.1,0.08,0.104,0.064,0.162,0.132
"2589","AT1G05613",0,0,0,0,0,0
"2590","AT1G21000",41.427,38.24,31.287,28.331,61.059,51.644
"2591","AT1G05617",0,0,0,0,0,0
"2592","AT1G21010",6.767,10.649,15.891,7.662,7.719,5.851
"2593","AT1G21020",0,0,0,0,0,0
"2594","AT1G21040",0,0,0,0,0,0
"2595","AT1G21050",8.271,18.802,11.784,2.949,20.261,18.927
"2596","AT1G05623",0,0,0,0,0,0
"2597","AT1G21060",12.973,27.419,10.14,6.598,11.038,11.285
"2598","AT1G21065",141.892,195.416,176.767,116.573,213.113,201.703
"2599","AT1G21070",3.425,4.053,3.149,3.467,3.192,3.528
"2600","AT1G21080",30.389,26.567,24.874,21.276,29.587,30.348
"2601","AT1G21090",0.754,1.004,1.535,2.05,1.612,1.441
"2602","AT1G21100",0.18,0.952,2.648,1.166,0.372,0.14
"2603","AT1G21110",0.122,0.128,0.132,0.446,0.134,0.05
"2604","AT1G21120",0.239,1.489,0.601,1.849,0.438,0.472
"2605","AT1G21130",1.582,14.462,57.882,71.594,7.04,4.079
"2606","AT1G05633",0,0,0,0,0,0
"2607","AT1G21140",0.374,4.542,2.309,0.294,5.482,2.923
"2608","AT1G21150",0.356,1.892,2.03,2.066,1.393,1.116
"2609","AT1G21160",8.162,9.62,9.411,13.037,9.638,10.786
"2610","AT1G21170",4.458,5.188,5.958,6.569,5.051,5.782
"2611","AT1G21190",19.041,25.084,23.953,25.313,31.36,27.616
"2612","AT1G21200",3.71,4.28,4.075,4.752,2.917,4.587
"2613","AT1G21210",0.023,0.172,0.112,0.169,0.139,0.148
"2614","AT1G21220",0,0.044,0.034,0.035,0.039,0.044
"2615","AT1G21230",0,0,0,0,0,0
"2616","AT1G05643",0,0,0,0,0,0
"2617","AT1G21240",0.281,0.046,0.088,0.659,0.382,0.548
"2618","AT1G21245",0,0,0,0,0,0
"2619","AT1G21250",11.883,11.782,20.909,182.06,21.729,43.856
"2620","AT1G21260",1.898,3.515,5.418,4.3,3.397,4.08
"2621","AT1G21270",1.572,4.202,11.878,48.761,3.678,7.402
"2622","AT1G21280",0,0,0,0,0,0
"2623","AT1G21286",0,0,0,0,0,0
"2624","AT1G21290",0,0,0,0,0,0
"2625","AT1G21300",0,0,0,0,0,0
"2626","AT1G21310",7.608,10.06,23.049,26.56,10.149,10.686
"2627","AT1G21313",0,0,0,0,0,0
"2628","AT1G05647",0,0,0,0,0,0
"2629","AT1G21320",0.038,0.027,0.051,0.032,0.082,0.027
"2630","AT1G21323",0,0,0,0,0,0
"2631","AT1G21326",0.082,0.15,0.191,0.824,0.208,0.331
"2632","AT1G05653",0,0,0,0,0,0
"2633","AT1G05657",0,0,0,0,0,0
"2634","AT1G21330",0,0,0,0,0.032,0
"2635","AT1G21340",0.04,0.042,0.032,0.033,0.182,0
"2636","AT1G21350",24.785,30.125,28.816,28.152,31.308,26.944
"2637","AT1G21360",0.142,0.101,0.342,0.143,0.022,0
"2638","AT1G21370",6.301,6.373,8.369,10.383,5.636,5.075
"2639","AT1G21380",53.288,29.617,30.145,38.279,20.807,23.874
"2640","AT1G21390",2.007,2.78,4.431,4.696,2.753,2.774
"2641","AT1G05663",0,0,0,0,0,0
"2642","AT1G05667",0,0,0,0,0,0
"2643","AT1G05673",0,0,0,0,0,0
"2644","AT1G21395",0,0,0,0,0,0
"2645","AT1G21400",6.769,11.338,8.715,11.79,13.261,16.125
"2646","AT1G21410",37.738,29.524,17.93,10.341,31.169,26.377
"2647","AT1G21420",0,0,0,0,0,0
"2648","AT1G21430",0.058,0,0,0.024,0.054,0
"2649","AT1G21440",64.974,85.181,138.609,90.287,83.023,87.194
"2650","AT1G21450",13.488,17.276,16.922,10.705,14.378,14.997
"2651","AT1G21460",20.354,31.131,17.884,14.617,38.299,25.866
"2652","AT1G21470",0.356,0.731,0.306,0.249,0.424,0.314
"2653","AT1G21480",4.067,6.922,6.371,6.418,4.391,4.921
"2654","AT1G21475",0,0,0,0,0,0
"2655","AT1G21490",0,0,0,0,0,0
"2656","AT1G21500",92.119,200.097,229.907,89.874,142.715,108.535
"2657","AT1G21510",0.286,0.204,0.488,0.635,0.446,0.486
"2658","AT1G21520",1.949,7.173,7.876,28.94,8.048,10.851
"2659","AT1G21525",0.656,0.83,2.639,5.876,2.217,0.758
"2660","AT1G21528",0.447,0.562,0.13,0,0,0
"2661","AT1G21529",0.045,0,0.122,0.038,0.042,0
"2662","AT1G21530",0,0,0,0,0,0
"2663","AT1G21540",2.126,2.092,1.832,2.044,0.998,0.674
"2664","AT1G21550",11.137,10.356,23.966,31.866,12.594,8.895
"2665","AT1G21560",3.546,6.987,10.634,12.45,6.777,7.383
"2666","AT1G21580",13.061,15.971,18.066,21.09,12.893,18.404
"2667","AT1G21590",15.157,34.063,43.019,36.352,37.757,39.605
"2668","AT1G21600",13.957,25.715,54.682,76.364,26.207,28.713
"2669","AT1G21610",4.602,8.153,11.083,13.334,6.332,7.765
"2670","AT1G21620",0,0,0.03,0.031,0.069,0
"2671","AT1G21630",23.343,16.997,18.076,22.38,15.774,20.225
"2672","AT1G21640",28.309,40.564,40.54,24.026,32.652,38.379
"2673","AT1G21650",4.546,2.908,1.929,4.771,3.28,3.739
"2674","AT1G21651",0.012,0.08,0.077,0.109,0.023,0.068
"2675","AT1G05683",0,0,0,0,0,0
"2676","AT1G21660",39.016,25.086,21.232,21.876,29.319,31.209
"2677","AT1G21670",5.55,4.187,15.76,14.449,6.505,6.03
"2678","AT1G21680",21.377,15.672,59.463,85.483,23.514,30.188
"2679","AT1G21690",6.465,5.285,6.874,9.881,8.239,6.098
"2680","AT1G21695",0.456,0.661,0.754,0.902,0.332,0.388
"2681","AT1G21700",11.838,11.332,11.782,14.001,9.96,11.893
"2682","AT1G21710",4.596,5.108,5.69,6.735,5.21,5.45
"2683","AT1G21720",38.4,51.659,55.543,58.313,53.055,41.739
"2684","AT1G21722",0,0,0,0,0,0
"2685","AT1G21730",0.946,3.66,6.335,5.513,1.826,2.256
"2686","AT1G21740",0.78,0.808,0.372,0.778,0.381,0.473
"2687","AT1G21738",0,0,0,0,0,0
"2688","AT1G21750",15.605,28.898,55.206,107.87,17.87,20.12
"2689","AT1G21760",21.438,20.438,19.989,13.341,20.176,20.426
"2690","AT1G21770",2.813,3.723,3.707,4.226,2.404,2.848
"2691","AT1G21780",14.694,23.919,25.61,29.715,21.62,20.408
"2692","AT1G21790",71.006,33.239,11.708,6.906,8.992,8.124
"2693","AT1G21800",0,0,0,0,0,0
"2694","AT1G21810",0.786,0.855,1.114,1.139,0.996,1.116
"2695","AT1G21830",2.049,13.855,15.231,6.597,4.508,3.627
"2696","AT1G21835",0,0,0,0,0,0
"2697","AT1G21840",0.944,3.198,4.252,2.531,1.69,1.813
"2698","AT1G21850",0,0,0,0,0,0
"2699","AT1G21860",0.021,0,0,0,0,0
"2700","AT1G21864",0,0,0,0,0,0
"2701","AT1G21866",0,0,0.06,0,0,0
"2702","AT1G21870",0,0,0,0,0,0
"2703","AT1G21880",2.04,3.097,3.801,5.704,3.631,3.148
"2704","AT1G05687",0.04,0.13,0.76,0.564,0.266,0.428
"2705","AT1G21890",0,0,0,0.019,0,0
"2706","AT1G21900",19.369,26.77,21.879,29.005,22.004,23.123
"2707","AT1G21910",4.189,5.586,4.449,11.429,6.069,7.873
"2708","AT1G21920",6.114,32.055,39.997,10.944,20.695,24.763
"2709","AT1G21925",0,0,0,0,0,0
"2710","AT1G21928",0,0,0,0,0,0
"2711","AT1G21930",11.457,16.258,24.616,24.846,29.108,16.241
"2712","AT1G21940",0,0.066,0,0,0,0
"2713","AT1G21945",0,0.008,0,0,0.008,0
"2714","AT1G21950",0,0,0,0,0,0
"2715","AT1G21960",0,0,0,0,0,0
"2716","AT1G21970",0.035,0,0,0,0,0
"2717","AT1G21973",0,0,0,0,0,0
"2718","AT1G21980",83.675,27.299,15.073,16.859,23.868,19.689
"2719","AT1G05693",0,0,0,0,0,0
"2720","AT1G05697",0,0,0,0,0,0
"2721","AT1G21990",0,0,0,0,0,0
"2722","AT1G22000",0.069,0.198,0.2,0.118,0.107,0.1
"2723","AT1G22010",0,0,0,0,0,0
"2724","AT1G22015",0,0.024,0,0,0,0
"2725","AT1G22020",10.119,9.215,9.192,9.785,8.638,9.578
"2726","AT1G22030",0.309,0.976,1.406,1.196,1.026,1.077
"2727","AT1G22040",7.112,9.267,9.812,10.264,7.832,9.204
"2728","AT1G22050",5.114,10.534,12.015,9.062,10.094,8.634
"2729","AT1G05703",0,0.164,0.246,0.264,0.071,0.164
"2730","AT1G22060",4.442,5.892,7.084,9.578,6.453,7.546
"2731","AT1G05707",0,0,0,0,0,0
"2732","AT1G22065",0.088,0.19,0.282,0.304,0.208,0.286
"2733","AT1G22070",4.575,13.684,23.907,24.188,5.473,6.169
"2734","AT1G22080",0,0,0,0,0,0
"2735","AT1G22090",0,0,0,0,0,0
"2736","AT1G05713",0,0,0,0,0,0
"2737","AT1G22100",0,0,0,0,0,0
"2738","AT1G22110",0.028,0.016,0.038,0.036,0.027,0
"2739","AT1G22120",0,0.024,0,0,0,0
"2740","AT1G22130",0,0,0.283,0,0.025,0.028
"2741","AT1G05717",0,0,0,0,0,0
"2742","AT1G22140",22.934,41.585,37.02,25.2,41.753,35.549
"2743","AT1G22150",0,0,0.013,0.012,0,0
"2744","AT1G22160",7.68,15.723,26.372,24.979,33.52,56.519
"2745","AT1G22170",1.362,2.397,3.332,2.995,2.341,2.486
"2746","AT1G05723",0,0,0,0,0,0
"2747","AT1G22180",4.128,2.927,4.168,6.123,3.204,2.397
"2748","AT1G05727",0,0,0,0,0,0
"2749","AT1G22190",44.115,45.338,34.198,51.947,42.592,40.741
"2750","AT1G22200",22.255,19.426,19.748,22.778,17.639,15.562
"2751","AT1G22210",0,0,0,0,0,0
"2752","AT1G22220",0.198,0.694,0.605,0.612,0.349,0.639
"2753","AT1G22230",0.843,1.247,0.82,1.399,0.898,1.294
"2754","AT1G22240",0,0,0,0,0,0
"2755","AT1G22250",0,0.09,0.141,0.404,0.039,0.046
"2756","AT1G05733",0,0.058,0,0,0,0
"2757","AT1G22260",0.156,0.18,0.164,0.298,0.104,0.152
"2758","AT1G22270",9.404,16.416,14.929,16.189,15.441,10.302
"2759","AT1G22275",0.044,0.175,0.184,0.22,0.122,0.151
"2760","AT1G05737",0,0,0,0,0,0
"2761","AT1G22280",15.114,19.973,18.656,35.109,14.072,13.624
"2762","AT1G22290",0,0.042,0,0,0,0
"2763","AT1G22300",68.39,84.352,106.657,117.757,94.374,73.639
"2764","AT1G22310",4.333,5.871,5.264,6.073,4.505,4.402
"2765","AT1G22320",0,0,0,0,0,0
"2766","AT1G22330",2.434,4.63,6.325,7.744,2.352,2.626
"2767","AT1G22340",2.39,2.215,3.659,2.05,1.692,2.011
"2768","AT1G22350",6.287,5.249,4.796,8.831,5.476,8.065
"2769","AT1G22360",5.551,19.191,18.837,19.213,4.172,3.74
"2770","AT1G22370",0.94,4.891,12.871,10.742,2.696,2.446
"2771","AT1G22380",0.753,1.216,0.818,1.981,0.407,0.364
"2772","AT1G22400",17.01,15.701,5.799,7.317,4.122,6.072
"2773","AT1G22403",2.638,3.615,3.255,3.391,4.231,3.755
"2774","AT1G22410",92.698,71.6,49.247,61.331,58.161,64.081
"2775","AT1G22420",0.024,0,0,0,0,0
"2776","AT1G22430",10.653,24.205,33.462,27.534,28.31,26.274
"2777","AT1G22440",0.076,0,0.018,0.017,0.018,0.042
"2778","AT1G22450",57.7,59.349,59.213,65.905,59.591,53.991
"2779","AT1G22460",0.076,0.05,0.027,0,0.043,0.048
"2780","AT1G05747",0,0,0,0,0,0
"2781","AT1G22470",7.967,5.214,1.095,0.574,0.038,0.172
"2782","AT1G22480",0.061,0.067,0.116,0,0,0
"2783","AT1G22490",0.743,0.779,2.019,0.9,0.477,0.536
"2784","AT1G22500",1.05,1.42,8.91,1.116,0.45,0.368
"2785","AT1G05753",0,0,0,0,0,0
"2786","AT1G22510",10.584,5.041,6.899,8.056,4.566,4.934
"2787","AT1G05757",0,0.668,0,0.53,0.195,0
"2788","AT1G22520",16.912,20.741,21.175,20.718,20.11,14.681
"2789","AT1G22530",22.104,10.101,18.871,40.603,9.181,13.86
"2790","AT1G22540",1.147,4.271,6.76,6.423,2.303,2.52
"2791","AT1G22550",0.374,1.589,3.566,3.296,0.84,1.07
"2792","AT1G22560",0,0,0,0.036,0.008,0
"2793","AT1G22570",1.84,2.186,17.861,5.828,0.363,0.277
"2794","AT1G22580",0,0,0,0,0,0
"2795","AT1G22590",6.656,8.438,9.993,11.906,12.271,9.588
"2796","AT1G22600",0.356,0.408,0.252,0.548,0.518,0.566
"2797","AT1G22620",2.944,3.965,5.556,5.514,3.298,3.466
"2798","AT1G22610",0,0,0,0,0,0
"2799","AT1G22630",54.274,124.768,153.46,92.978,166.108,134.353
"2800","AT1G22640",19.943,15.944,23.122,5.652,14.985,14.216
"2801","AT1G22650",2.388,2.909,2.966,5.828,2.473,3.653
"2802","AT1G22660",2.042,2.867,4.024,4.221,2.099,3.203
"2803","AT1G22670",0.079,0,0,0.044,0.05,0.03
